Unnamed: 0,"Interval|""ms""|0|0|1","Utc|""ms""|0|0|1","Analog4|""Volts""|0.0|5.0|500","Analog5|""Volts""|0.0|5.0|500","Battery|""Volts""|0.0|20.0|1","AccelX|G|-3.0|3.0|200","AccelY|G|-3.0|3.0|200","AccelZ|G|-3.0|3.0|200","Yaw|Deg/Sec|-120|120|200","Pitch|Deg/Sec|-120|120|200","Roll|Deg/Sec|-120|120|200","Gsum|""G""|0.0|3.0|200","RPM|""rpm""|0|8000|500","RPM2|""rpm""|0|8000|500","GPIO1|""""|0.0|1.0|50",Latitude|Degrees|-180.0|180.0|25,Longitude|Degrees|-180.0|180.0|25,"Speed|mph|0.0|150.0|25","Altitude|""ft""|0.0|4000.0|25","GPSSats|""""|0|20|25","GPSQual|""""|0|5|25","GPSDOP|""""|0.0|20.0|25"
11210,23403,1714855105541,1.32,1.89,,0.11,0.08,1.1,-38.0,-2.0,-1.0,0.13,0,116,0.0,39.674282,-77.417816,3.86,1143.5,8.0,2.0,1.7
11230,23443,1714855105581,1.29,1.85,,-0.07,-0.01,0.88,-36.0,-5.0,3.0,0.07,0,120,0.0,39.674282,-77.417816,4.27,1143.5,8.0,2.0,1.7
11250,23483,1714855105623,1.34,1.89,,0.08,0.04,0.83,-38.0,-6.0,7.0,0.09,0,112,0.0,39.674282,-77.417816,4.04,1143.5,8.0,2.0,1.7
11270,23523,1714855105661,1.33,1.89,,0.19,0.1,1.0,-36.0,-4.0,3.0,0.21,0,112,0.0,39.674278,-77.417816,4.13,1143.5,8.0,2.0,1.7
11290,23563,1714855105701,1.34,1.89,,0.13,0.06,1.22,-34.0,0.0,-1.0,0.14,0,120,0.0,39.674278,-77.417816,3.83,1143.5,8.0,2.0,1.7
11310,23603,1714855105741,1.34,1.9,,-0.04,0.15,1.09,-33.0,0.0,2.0,0.16,0,112,0.0,39.674278,-77.417816,3.9,1143.6,8.0,2.0,1.7
11330,23643,1714855105781,1.34,1.9,,0.1,0.11,1.06,-37.0,-1.0,7.0,0.15,0,112,0.0,39.674278,-77.417816,3.96,1143.6,8.0,2.0,1.7
11350,23683,1714855105821,1.34,1.91,,0.18,0.17,0.96,-39.0,2.0,5.0,0.25,0,112,0.0,39.674278,-77.417809,3.54,1143.7,8.0,2.0,1.7
11370,23723,1714855105863,1.35,1.92,,0.13,0.11,0.84,-38.0,3.0,-1.0,0.17,0,108,0.0,39.674278,-77.417809,3.52,1143.8,8.0,2.0,1.7
11390,23763,1714855105903,1.34,1.9,,-0.02,-0.04,0.86,-36.0,5.0,-1.0,0.04,0,116,0.0,39.674278,-77.417809,3.43,1143.8,8.0,2.0,1.7
11422,23923,1714855106063,1.35,1.91,,-0.07,0.15,0.98,-31.0,-1.0,2.0,0.16,0,108,0.0,39.674274,-77.417809,3.78,1144.0,8.0,2.0,1.7
11442,23963,1714855106103,1.34,1.91,,-0.17,0.09,0.89,-31.0,-6.0,2.0,0.2,0,112,0.0,39.674274,-77.417809,3.8,1144.1,8.0,2.0,1.7
11462,24003,1714855106141,1.29,1.86,,0.02,0.23,0.79,-34.0,-14.0,-3.0,0.23,0,104,0.0,39.674274,-77.417809,4.02,1144.2,8.0,2.0,1.7
11482,24043,1714855106183,1.29,1.86,13.13,0.26,0.08,1.14,-36.0,-11.0,-3.0,0.27,0,108,0.0,39.674274,-77.417809,4.1,1144.2,8.0,2.0,1.7
11502,24083,1714855106223,1.35,1.91,,0.34,0.01,1.15,-34.0,6.0,4.0,0.34,0,108,0.0,39.674274,-77.417809,4.22,1144.2,8.0,2.0,1.7
11522,24123,1714855106265,1.3,1.86,,0.23,0.16,0.92,-33.0,8.0,5.0,0.28,0,108,0.0,39.674274,-77.417809,3.67,1144.2,8.0,2.0,1.7
11542,24163,1714855106303,1.35,1.91,,0.1,0.28,1.08,-33.0,4.0,0.0,0.29,0,108,0.0,39.674274,-77.417809,3.59,1144.2,8.0,2.0,1.7
11562,24203,1714855106343,1.35,1.91,,-0.09,0.1,0.85,-34.0,9.0,1.0,0.13,0,108,0.0,39.674274,-77.417809,3.46,1144.2,8.0,2.0,1.7
11582,24243,1714855106383,1.35,1.91,,0.07,0.03,0.93,-34.0,-10.0,1.0,0.07,0,108,0.0,39.674274,-77.417809,3.71,1144.3,8.0,2.0,1.7
11602,24283,1714855106423,1.35,1.91,,0.13,0.06,1.23,-37.0,-1.0,5.0,0.14,0,52,0.0,39.674274,-77.417809,3.84,1144.2,8.0,2.0,1.7
11622,24323,1714855106463,1.31,1.87,,0.12,0.07,1.07,-39.0,7.0,9.0,0.14,0,108,0.0,39.674274,-77.417809,3.65,1144.3,8.0,2.0,1.7
11642,24363,1714855106503,1.35,1.91,,-0.02,0.07,0.8,-36.0,0.0,7.0,0.08,0,56,0.0,39.674274,-77.417801,3.64,1144.2,8.0,2.0,1.7
11662,24403,1714855106542,1.36,1.92,,-0.01,0.15,0.83,-36.0,-4.0,5.0,0.15,0,116,0.0,39.674274,-77.417801,3.28,1144.3,8.0,2.0,1.7
11682,24443,1714855106583,1.32,1.87,,0.2,0.17,0.93,-37.0,1.0,2.0,0.27,0,116,0.0,39.674274,-77.417801,3.5,1144.3,8.0,2.0,1.7
11702,24483,1714855106622,1.35,1.92,,0.16,0.13,1.1,-33.0,2.0,1.0,0.2,0,116,0.0,39.674274,-77.417801,3.58,1144.3,8.0,2.0,1.7
11722,24523,1714855106662,1.35,1.92,,-0.07,0.22,1.08,-33.0,-2.0,0.0,0.23,0,112,0.0,39.674274,-77.417801,3.87,1144.3,8.0,2.0,1.7
11742,24563,1714855106702,1.36,1.93,,-0.12,0.27,1.2,-35.0,-3.0,-4.0,0.3,0,108,0.0,39.674274,-77.417801,3.88,1144.3,8.0,2.0,1.7
11762,24603,1714855106742,1.36,1.93,,0.07,0.16,1.1,-37.0,-3.0,-4.0,0.18,0,120,0.0,39.674274,-77.417801,3.46,1144.3,8.0,2.0,1.7
11782,24643,1714855106782,1.33,1.89,,0.16,0.07,0.67,-36.0,-10.0,-3.0,0.17,0,108,0.0,39.674274,-77.417801,4.0,1144.3,8.0,2.0,1.7
11797,24763,1714855106904,1.32,1.89,,-0.06,0.09,1.27,-35.0,-2.0,4.0,0.11,0,112,0.0,39.674274,-77.417793,3.89,1144.3,8.0,2.0,1.7
11817,24803,1714855106944,1.35,1.91,,0.0,0.14,1.18,-36.0,3.0,11.0,0.14,0,56,0.0,39.674274,-77.417793,3.98,1144.2,8.0,2.0,1.7
11837,24843,1714855106984,1.35,1.91,,0.12,0.15,1.04,-35.0,-1.0,7.0,0.19,0,116,0.0,39.674274,-77.417793,3.84,1144.2,8.0,2.0,1.7
11857,24883,1714855107018,1.35,1.91,,0.2,0.25,1.04,-34.0,-7.0,5.0,0.32,0,116,0.0,39.674274,-77.417793,3.99,1144.2,8.0,2.0,1.7
11877,24923,1714855107064,1.35,1.92,,0.18,0.32,1.03,-37.0,-4.0,1.0,0.37,0,116,0.0,39.674274,-77.417793,3.94,1144.1,8.0,2.0,1.7
11897,24963,1714855107104,1.35,1.93,,0.17,0.39,1.04,-39.0,-4.0,-3.0,0.42,0,56,0.0,39.674274,-77.417793,4.15,1144.2,8.0,2.0,1.7
11917,25003,1714855107144,1.31,1.9,,0.03,0.22,0.97,-41.0,4.0,-4.0,0.23,0,120,0.0,39.674274,-77.417793,3.44,1144.1,8.0,2.0,1.7
11937,25043,1714855107184,1.34,1.93,13.14,-0.0,0.17,0.93,-41.0,-2.0,-4.0,0.17,0,120,0.0,39.674274,-77.417793,4.05,1144.1,8.0,2.0,1.7
11957,25083,1714855107224,1.35,1.93,,0.22,0.05,0.85,-40.0,0.0,-3.0,0.22,0,128,0.0,39.674274,-77.417793,4.03,1144.1,8.0,2.0,1.7
11977,25123,1714855107264,1.35,1.93,,0.08,0.01,0.83,-35.0,11.0,5.0,0.08,0,120,0.0,39.674274,-77.417786,3.74,1144.1,8.0,2.0,1.7
11997,25163,1714855107304,1.35,1.92,,-0.23,0.12,1.12,-33.0,-1.0,8.0,0.26,0,120,0.0,39.674274,-77.417786,3.47,1144.1,8.0,2.0,1.7
12017,25203,1714855107344,1.36,1.93,,0.05,0.18,1.14,-36.0,-10.0,4.0,0.19,0,120,0.0,39.674274,-77.417786,4.03,1144.1,8.0,2.0,1.7
12037,25243,1714855107384,1.31,1.88,,0.27,0.3,0.95,-38.0,-6.0,2.0,0.4,0,112,0.0,39.674274,-77.417786,4.11,1144.0,8.0,2.0,1.7
12057,25283,1714855107424,1.32,1.88,,0.12,0.1,0.84,-40.0,5.0,7.0,0.16,0,128,0.0,39.674274,-77.417786,4.32,1144.0,8.0,2.0,1.7
12077,25323,1714855107464,1.3,1.89,,-0.04,0.2,0.81,-41.0,-5.0,8.0,0.2,0,116,0.0,39.674274,-77.417786,3.71,1144.0,8.0,2.0,1.7
12097,25363,1714855107504,1.3,1.88,,0.06,0.17,1.07,-39.0,-2.0,4.0,0.18,0,116,0.0,39.674274,-77.417786,4.1,1144.0,8.0,2.0,1.7
12117,25403,1714855107543,1.35,1.93,,0.11,0.11,1.16,-34.0,-7.0,1.0,0.16,0,128,0.0,39.674274,-77.417786,4.35,1144.0,8.0,2.0,1.7
12137,25443,1714855107581,1.33,1.91,,0.12,0.24,1.29,-34.0,1.0,3.0,0.27,0,120,0.0,39.674274,-77.417786,3.92,1144.0,8.0,2.0,1.7
12157,25483,1714855107621,1.33,1.93,,0.25,0.37,0.98,-35.0,5.0,3.0,0.44,0,116,0.0,39.674278,-77.417778,4.05,1144.0,8.0,2.0,1.7
12169,25603,1714855107741,1.35,1.94,,0.25,0.03,0.76,-40.0,1.0,-4.0,0.25,0,124,0.0,39.674278,-77.417778,3.96,1143.9,8.0,2.0,1.7
12189,25643,1714855107781,1.31,1.9,,-0.02,0.12,0.87,-36.0,5.0,4.0,0.12,0,128,0.0,39.674278,-77.417778,3.99,1143.8,8.0,2.0,1.7
12209,25683,1714855107821,1.31,1.9,,-0.12,0.2,1.06,-35.0,-5.0,2.0,0.23,0,120,0.0,39.674278,-77.417778,4.01,1143.8,8.0,2.0,1.7
12229,25723,1714855107864,1.32,1.9,,0.15,0.24,1.08,-37.0,-6.0,-1.0,0.28,0,124,0.0,39.674278,-77.417778,3.9,1143.7,8.0,2.0,1.7
12249,25763,1714855107903,1.3,1.89,,0.07,0.24,1.08,-35.0,-2.0,-3.0,0.25,0,120,0.0,39.674278,-77.417778,4.03,1143.6,8.0,2.0,1.7
12269,25803,1714855107943,1.34,1.93,,0.08,0.17,1.13,-35.0,1.0,-1.0,0.18,0,120,0.0,39.674278,-77.417778,4.37,1143.6,8.0,2.0,1.7
12289,25843,1714855107983,1.33,1.91,,0.21,0.22,0.99,-36.0,0.0,3.0,0.3,0,120,0.0,39.674282,-77.417778,4.47,1143.5,8.0,2.0,1.7
12309,25883,1714855108017,1.35,1.94,,0.16,0.38,1.18,-39.0,5.0,1.0,0.41,0,120,0.0,39.674282,-77.417778,4.03,1143.5,8.0,2.0,1.7
12329,25923,1714855108061,1.33,1.92,,0.11,0.32,1.05,-40.0,-1.0,-5.0,0.34,0,120,0.0,39.674282,-77.417778,3.8,1143.4,8.0,2.0,1.7
12349,25963,1714855108103,1.31,1.89,,0.22,0.16,0.91,-40.0,6.0,-3.0,0.27,0,120,0.0,39.674282,-77.417778,3.75,1143.4,8.0,2.0,1.7
12369,26003,1714855108143,1.35,1.94,,0.01,0.14,0.66,-37.0,7.0,3.0,0.14,0,128,0.0,39.674282,-77.41777,3.7,1143.4,8.0,2.0,1.7
12389,26043,1714855108184,1.34,1.93,13.12,-0.19,0.23,1.09,-35.0,-4.0,4.0,0.29,0,120,0.0,39.674282,-77.41777,3.77,1143.4,8.0,2.0,1.7
12409,26083,1714855108223,1.34,1.93,,0.12,0.13,1.09,-36.0,-9.0,0.0,0.18,0,116,0.0,39.674286,-77.41777,4.16,1143.3,8.0,2.0,1.7
12429,26123,1714855108263,1.34,1.93,,0.37,0.14,1.09,-36.0,-4.0,3.0,0.4,0,120,0.0,39.674286,-77.41777,4.05,1143.3,8.0,2.0,1.7
12449,26163,1714855108303,1.31,1.89,,0.14,0.21,1.15,-35.0,8.0,6.0,0.25,0,116,0.0,39.674286,-77.41777,3.88,1143.2,8.0,2.0,1.7
12469,26203,1714855108343,1.33,1.92,,-0.06,0.31,1.12,-34.0,8.0,3.0,0.32,0,116,0.0,39.674286,-77.41777,3.98,1143.1,8.0,2.0,1.7
12489,26243,1714855108383,1.34,1.93,,0.01,0.2,0.96,-34.0,2.0,1.0,0.2,0,116,0.0,39.674286,-77.41777,3.35,1143.1,8.0,2.0,1.7
12509,26283,1714855108423,1.3,1.89,,0.15,0.23,0.91,-34.0,1.0,4.0,0.27,0,120,0.0,39.674286,-77.41777,3.83,1143.0,8.0,2.0,1.7
12529,26323,1714855108463,1.32,1.92,,0.1,0.3,0.84,-34.0,-1.0,2.0,0.32,0,60,0.0,39.674286,-77.41777,3.66,1142.9,8.0,2.0,1.7
12549,26363,1714855108504,1.3,1.9,,-0.0,0.2,0.89,-37.0,2.0,-2.0,0.2,0,116,0.0,39.67429,-77.41777,3.95,1142.8,8.0,2.0,1.7
12569,26403,1714855108543,1.33,1.93,,0.17,0.21,1.01,-37.0,1.0,-2.0,0.26,0,120,0.0,39.67429,-77.41777,3.62,1142.8,8.0,2.0,1.7
12589,26443,1714855108582,1.32,1.91,,0.07,0.21,1.11,-35.0,6.0,2.0,0.22,0,124,0.0,39.67429,-77.41777,3.62,1142.7,8.0,2.0,1.7
12596,26563,1714855108702,1.35,1.95,,0.18,0.14,0.73,-40.0,7.0,2.0,0.23,0,124,0.0,39.67429,-77.41777,3.53,1142.6,8.0,2.0,1.7
12616,26603,1714855108742,1.32,1.92,,0.0,0.14,0.68,-35.0,6.0,6.0,0.14,0,120,0.0,39.674294,-77.41777,3.49,1142.5,8.0,2.0,1.7
12636,26643,1714855108782,1.3,1.89,,-0.21,0.13,0.96,-32.0,-7.0,7.0,0.25,0,116,0.0,39.674294,-77.41777,3.91,1142.4,8.0,2.0,1.7
12656,26683,1714855108823,1.3,1.9,,-0.02,0.28,1.17,-34.0,-9.0,7.0,0.28,0,112,0.0,39.674294,-77.41777,3.93,1142.4,8.0,2.0,1.7
12676,26723,1714855108864,1.34,1.93,,0.39,0.3,1.21,-35.0,-6.0,0.0,0.49,0,120,0.0,39.674294,-77.41777,4.05,1142.3,8.0,2.0,1.7
12696,26763,1714855108904,1.35,1.95,,0.24,0.29,1.28,-34.0,7.0,0.0,0.37,0,112,0.0,39.674294,-77.41777,3.75,1142.2,8.0,2.0,1.7
12716,26803,1714855108944,1.35,1.95,,-0.04,0.37,1.1,-35.0,8.0,1.0,0.37,0,116,0.0,39.674294,-77.41777,3.14,1142.1,8.0,2.0,1.7
12736,26843,1714855108984,1.32,1.92,,-0.11,0.21,0.8,-35.0,-3.0,-1.0,0.24,0,116,0.0,39.674294,-77.41777,3.69,1142.0,8.0,2.0,1.7
12756,26883,1714855109014,1.35,1.95,,0.07,0.15,0.86,-36.0,-2.0,-3.0,0.17,0,120,0.0,39.674294,-77.41777,3.25,1142.1,8.0,2.0,1.7
12776,26923,1714855109064,1.31,1.91,,0.16,0.11,0.98,-35.0,-3.0,1.0,0.2,0,124,0.0,39.674294,-77.41777,3.45,1142.0,8.0,2.0,1.7
12796,26963,1714855109104,1.33,1.95,,-0.04,0.22,1.05,-36.0,6.0,6.0,0.22,0,112,0.0,39.674294,-77.41777,3.57,1142.0,8.0,2.0,1.7
12816,27003,1714855109144,1.31,1.91,,-0.02,0.27,0.92,-35.0,7.0,2.0,0.27,0,116,0.0,39.674294,-77.41777,3.35,1141.9,8.0,2.0,1.7
12836,27043,1714855109184,1.31,1.91,13.15,0.05,0.24,0.83,-32.0,3.0,-5.0,0.24,0,124,0.0,39.674297,-77.41777,3.68,1141.9,8.0,2.0,1.7
12856,27083,1714855109224,1.35,1.95,,-0.0,0.2,1.19,-30.0,1.0,-6.0,0.2,0,112,0.0,39.674297,-77.41777,3.51,1141.9,8.0,2.0,1.7
12876,27123,1714855109264,1.36,1.96,,-0.04,0.16,1.2,-28.0,1.0,1.0,0.17,0,120,0.0,39.674297,-77.41777,3.59,1141.8,8.0,2.0,1.7
12896,27163,1714855109304,1.34,1.93,,-0.21,0.22,0.78,-30.0,-6.0,1.0,0.3,0,108,0.0,39.674297,-77.41777,3.15,1141.8,8.0,2.0,1.7
12916,27203,1714855109344,1.32,1.93,,0.01,0.16,0.71,-34.0,-14.0,0.0,0.16,0,112,0.0,39.674297,-77.41777,3.47,1141.8,8.0,2.0,1.7
12936,27243,1714855109384,1.35,1.95,,0.21,0.13,1.07,-37.0,0.0,8.0,0.25,0,112,0.0,39.674297,-77.41777,3.42,1141.8,8.0,2.0,1.7
12956,27283,1714855109424,1.32,1.93,,0.13,0.16,1.07,-34.0,7.0,9.0,0.2,0,112,0.0,39.674301,-77.41777,3.92,1141.9,8.0,2.0,1.7
12976,27323,1714855109464,1.31,1.92,,-0.12,0.22,0.96,-31.0,2.0,8.0,0.25,0,112,0.0,39.674301,-77.41777,3.58,1141.9,8.0,2.0,1.7
12996,27363,1714855109504,1.35,1.96,,-0.21,0.35,1.05,-34.0,1.0,4.0,0.41,0,112,0.0,39.674301,-77.41777,3.73,1141.9,8.0,2.0,1.7
13001,27483,1714855109621,1.33,1.94,,0.2,0.32,0.84,-34.0,-6.0,4.0,0.38,0,116,0.0,39.674305,-77.41777,3.18,1142.0,8.0,2.0,1.7
13021,27523,1714855109661,1.31,1.91,,0.11,0.26,1.1,-33.0,-5.0,4.0,0.28,0,116,0.0,39.674305,-77.41777,3.57,1142.0,8.0,2.0,1.7
13041,27563,1714855109701,1.35,1.96,,-0.16,0.28,1.32,-34.0,0.0,6.0,0.32,0,112,0.0,39.674305,-77.41777,3.55,1142.0,8.0,2.0,1.7
13061,27603,1714855109741,1.35,1.96,,-0.17,0.28,1.15,-38.0,-3.0,1.0,0.33,0,116,0.0,39.674305,-77.41777,3.57,1142.0,8.0,2.0,1.7
13081,27643,1714855109783,1.34,1.95,,0.02,0.05,0.82,-37.0,-12.0,2.0,0.05,0,112,0.0,39.674305,-77.41777,3.59,1142.1,8.0,2.0,1.7
13101,27683,1714855109821,1.31,1.93,,0.32,0.31,0.79,-37.0,-4.0,2.0,0.44,0,128,0.0,39.674305,-77.41777,3.4,1142.1,8.0,2.0,1.7
13121,27723,1714855109863,1.35,1.96,,0.19,0.27,1.17,-36.0,3.0,2.0,0.33,0,112,0.0,39.674309,-77.41777,3.68,1142.1,8.0,2.0,1.7
13141,27763,1714855109903,1.34,1.96,,-0.14,0.32,1.11,-35.0,5.0,5.0,0.35,0,120,0.0,39.674309,-77.41777,3.83,1142.1,8.0,2.0,1.7
13161,27803,1714855109943,1.29,1.9,,-0.18,0.31,0.89,-37.0,0.0,2.0,0.36,0,112,0.0,39.674309,-77.41777,3.39,1142.1,8.0,2.0,1.7
13181,27843,1714855109983,1.33,1.94,,0.05,0.14,0.76,-35.0,-8.0,0.0,0.15,0,120,0.0,39.674309,-77.41777,3.59,1142.1,8.0,2.0,1.7
13201,27883,1714855110019,1.33,1.94,,0.19,0.22,0.9,-33.0,-7.0,0.0,0.29,0,120,0.0,39.674309,-77.41777,3.64,1142.1,8.0,2.0,1.7
13221,27923,1714855110065,1.31,1.92,,0.0,0.28,1.12,-33.0,2.0,1.0,0.28,0,116,0.0,39.674309,-77.41777,3.87,1142.1,8.0,2.0,1.7
13241,27963,1714855110105,1.34,1.95,,-0.12,0.23,1.11,-33.0,-2.0,1.0,0.26,0,56,0.0,39.674313,-77.41777,3.48,1142.2,8.0,2.0,1.7
13261,28003,1714855110145,1.35,1.96,,-0.05,0.29,0.94,-34.0,2.0,3.0,0.3,0,116,0.0,39.674313,-77.41777,3.56,1142.2,8.0,2.0,1.7
13281,28043,1714855110185,1.35,1.97,13.14,0.05,0.32,0.88,-37.0,2.0,1.0,0.33,0,116,0.0,39.674313,-77.41777,3.83,1142.2,8.0,2.0,1.7
13301,28083,1714855110225,1.34,1.96,,0.1,0.24,0.94,-38.0,1.0,3.0,0.27,0,56,0.0,39.674313,-77.41777,3.48,1142.2,8.0,2.0,1.7
13321,28123,1714855110265,1.35,1.97,,-0.09,0.27,1.07,-37.0,7.0,3.0,0.29,0,120,0.0,39.674313,-77.41777,3.26,1142.3,8.0,2.0,1.7
13341,28163,1714855110305,1.35,1.96,,-0.13,0.18,1.09,-35.0,3.0,-3.0,0.22,0,116,0.0,39.674313,-77.417778,3.19,1142.3,8.0,2.0,1.7
13361,28203,1714855110345,1.3,1.92,,0.03,0.1,0.96,-32.0,1.0,1.0,0.1,0,124,0.0,39.674313,-77.417778,3.24,1142.3,8.0,2.0,1.7
13386,28363,1714855110505,1.32,1.94,,-0.07,0.21,0.86,-35.0,0.0,8.0,0.22,0,120,0.0,39.674313,-77.417778,3.29,1142.4,8.0,2.0,1.7
13406,28403,1714855110542,1.34,1.96,,0.08,0.17,0.97,-33.0,-7.0,4.0,0.19,0,108,0.0,39.674313,-77.417778,3.54,1142.4,8.0,2.0,1.7
13426,28443,1714855110582,1.34,1.96,,-0.03,0.28,1.02,-33.0,-5.0,2.0,0.28,0,108,0.0,39.674313,-77.417778,3.37,1142.4,8.0,2.0,1.7
13446,28483,1714855110622,1.29,1.9,,0.05,0.26,1.07,-32.0,-2.0,4.0,0.26,0,120,0.0,39.674313,-77.417778,3.18,1142.5,8.0,2.0,1.7
13466,28523,1714855110662,1.34,1.96,,0.05,0.25,0.95,-30.0,-1.0,3.0,0.26,0,112,0.0,39.674313,-77.417778,3.56,1142.5,8.0,2.0,1.7
13486,28563,1714855110702,1.31,1.92,,0.11,0.24,0.94,-28.0,-6.0,1.0,0.27,0,112,0.0,39.674316,-77.417778,3.38,1142.5,8.0,2.0,1.7
13506,28603,1714855110744,1.34,1.96,,0.0,0.29,1.12,-29.0,-2.0,-3.0,0.29,0,108,0.0,39.674316,-77.417778,3.58,1142.4,8.0,2.0,1.7
13526,28643,1714855110782,1.35,1.97,,0.01,0.26,1.0,-30.0,2.0,-4.0,0.26,0,120,0.0,39.674316,-77.417778,3.49,1142.5,8.0,2.0,1.7
13546,28683,1714855110822,1.34,1.96,,0.04,0.17,0.87,-32.0,-3.0,-3.0,0.17,0,112,0.0,39.674316,-77.417778,3.38,1142.5,8.0,2.0,1.7
13566,28723,1714855110864,1.32,1.94,,-0.03,0.31,0.98,-34.0,0.0,1.0,0.31,0,108,0.0,39.674316,-77.417786,3.37,1142.5,8.0,2.0,1.7
13586,28763,1714855110904,1.3,1.91,,0.05,0.21,0.98,-37.0,2.0,2.0,0.22,0,120,0.0,39.674316,-77.417786,3.23,1142.5,8.0,2.0,1.7
13606,28803,1714855110940,1.31,1.93,,-0.07,0.01,0.94,-35.0,1.0,4.0,0.07,0,108,0.0,39.674316,-77.417786,3.03,1142.5,8.0,2.0,1.7
13626,28843,1714855110984,1.35,1.95,,-0.14,0.15,0.86,-32.0,-2.0,5.0,0.21,0,120,0.0,39.674316,-77.417786,3.29,1142.4,8.0,2.0,1.7
13646,28883,1714855111020,1.33,1.95,,-0.21,0.26,1.01,-30.0,-6.0,2.0,0.33,0,108,0.0,39.674316,-77.417786,2.99,1142.5,8.0,2.0,1.7
13666,28923,1714855111065,1.29,1.91,,-0.11,0.37,1.11,-30.0,-7.0,-3.0,0.38,0,116,0.0,39.674316,-77.417786,3.45,1142.5,8.0,2.0,1.7
13686,28963,1714855111104,1.34,1.96,,-0.04,0.19,1.06,-31.0,-3.0,-5.0,0.19,0,116,0.0,39.67432,-77.417786,3.49,1142.6,8.0,2.0,1.7
13706,29003,1714855111144,1.33,1.94,,0.2,0.13,1.13,-31.0,-2.0,-3.0,0.24,0,112,0.0,39.67432,-77.417786,3.68,1142.6,8.0,2.0,1.7
13726,29043,1714855111184,1.33,1.92,13.13,0.2,0.28,1.21,-31.0,1.0,-1.0,0.35,0,112,0.0,39.67432,-77.417786,3.42,1142.6,8.0,2.0,1.7
13746,29083,1714855111224,1.34,1.96,,0.08,0.23,0.66,-31.0,3.0,-2.0,0.24,0,112,0.0,39.67432,-77.417786,3.12,1142.7,8.0,2.0,1.7
13757,29203,1714855111344,1.3,1.9,,-0.18,0.15,1.09,-28.0,3.0,-3.0,0.23,0,36,0.0,39.67432,-77.417793,3.19,1142.8,8.0,2.0,1.7
13777,29243,1714855111385,1.32,1.92,,-0.21,0.09,1.14,-28.0,1.0,-2.0,0.23,0,120,0.0,39.67432,-77.417793,3.15,1142.9,8.0,2.0,1.7
13797,29283,1714855111424,1.32,1.92,,-0.13,0.12,1.04,-28.0,-4.0,2.0,0.17,0,108,0.0,39.67432,-77.417793,3.37,1142.9,8.0,2.0,1.7
13817,29323,1714855111464,1.32,1.92,,0.08,0.22,1.13,-28.0,-4.0,-1.0,0.24,0,120,0.0,39.67432,-77.417793,3.2,1142.9,8.0,2.0,1.7
13837,29363,1714855111504,1.29,1.88,,-0.11,0.18,1.21,-29.0,6.0,-1.0,0.21,0,120,0.0,39.67432,-77.417793,3.2,1142.9,8.0,2.0,1.7
13857,29403,1714855111543,1.3,1.9,,-0.2,0.21,1.02,-29.0,8.0,2.0,0.29,0,108,0.0,39.67432,-77.417793,2.67,1143.0,8.0,2.0,1.7
13877,29443,1714855111583,1.32,1.91,,-0.24,0.25,0.86,-27.0,-6.0,-1.0,0.34,0,56,0.0,39.67432,-77.417793,3.13,1143.0,8.0,2.0,1.7
13897,29483,1714855111623,1.27,1.87,,-0.33,0.19,1.07,-28.0,-2.0,-2.0,0.38,0,112,0.0,39.67432,-77.417793,2.89,1143.0,8.0,2.0,1.7
13917,29523,1714855111665,1.28,1.88,,-0.17,0.06,0.89,-29.0,-8.0,0.0,0.18,0,56,0.0,39.67432,-77.417793,2.97,1143.0,8.0,2.0,1.7
13937,29563,1714855111705,1.32,1.92,,-0.04,0.03,0.83,-27.0,-8.0,4.0,0.06,0,116,0.0,39.67432,-77.417793,3.02,1143.0,8.0,2.0,1.7
13957,29603,1714855111743,1.3,1.9,,0.07,0.09,0.91,-26.0,-7.0,2.0,0.11,0,112,0.0,39.67432,-77.417793,2.87,1143.0,8.0,2.0,1.7
13977,29643,1714855111785,1.27,1.86,,-0.07,0.13,1.18,-28.0,4.0,4.0,0.15,0,116,0.0,39.67432,-77.417801,3.19,1143.1,8.0,2.0,1.7
13997,29683,1714855111823,1.31,1.91,,-0.15,0.16,1.08,-28.0,12.0,6.0,0.22,0,116,0.0,39.67432,-77.417801,2.91,1143.1,8.0,2.0,1.7
14017,29723,1714855111865,1.31,1.9,,-0.13,0.09,0.94,-25.0,3.0,-1.0,0.16,0,120,0.0,39.67432,-77.417801,2.98,1143.1,8.0,2.0,1.7
14037,29763,1714855111901,1.3,1.89,,-0.03,0.17,1.01,-24.0,-3.0,-2.0,0.17,0,112,0.0,39.67432,-77.417801,2.99,1143.1,8.0,2.0,1.7
14057,29803,1714855111943,1.26,1.86,,0.17,0.18,1.15,-25.0,-5.0,0.0,0.25,0,120,0.0,39.67432,-77.417801,2.97,1143.2,8.0,2.0,1.7
14077,29843,1714855111985,1.28,1.86,,0.14,0.11,0.71,-26.0,-2.0,3.0,0.18,0,108,0.0,39.67432,-77.417801,2.99,1143.3,8.0,2.0,1.7
14097,29883,1714855112020,1.31,1.9,,-0.08,0.24,0.99,-25.0,9.0,5.0,0.25,0,116,0.0,39.67432,-77.417801,2.9,1143.4,8.0,2.0,1.7
14117,29923,1714855112065,1.31,1.9,,-0.27,0.2,1.18,-29.0,9.0,3.0,0.33,0,116,0.0,39.67432,-77.417801,2.71,1143.5,8.0,2.0,1.7
