Unnamed: 0,"Interval|""ms""|0|0|1","Utc|""ms""|0|0|1","Analog4|""Volts""|0.0|5.0|500","Analog5|""Volts""|0.0|5.0|500","Battery|""Volts""|0.0|20.0|1","AccelX|G|-3.0|3.0|200","AccelY|G|-3.0|3.0|200","AccelZ|G|-3.0|3.0|200","Yaw|Deg/Sec|-120|120|200","Pitch|Deg/Sec|-120|120|200","Roll|Deg/Sec|-120|120|200","Gsum|""G""|0.0|3.0|200","RPM|""rpm""|0|8000|500","RPM2|""rpm""|0|8000|500","GPIO1|""""|0.0|1.0|50",Latitude|Degrees|-180.0|180.0|25,Longitude|Degrees|-180.0|180.0|25,"Speed|mph|0.0|150.0|25","Altitude|""ft""|0.0|4000.0|25","GPSSats|""""|0|20|25","GPSQual|""""|0|5|25","GPSDOP|""""|0.0|20.0|25"
13,243,0,1.47,1.84,,0.07,0.19,0.76,2.0,0.0,0.0,0.2,0,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,283,0,1.42,1.84,,0.17,0.29,1.2,1.0,2.0,-6.0,0.34,0,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,323,0,1.46,1.88,,-0.04,-0.04,0.78,3.0,1.0,-10.0,0.06,0,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,363,0,1.42,1.86,,0.07,0.03,0.53,2.0,-10.0,-5.0,0.07,0,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,403,0,1.45,1.88,,0.28,-0.01,1.32,1.0,-1.0,1.0,0.28,0,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,443,0,1.44,1.85,,0.04,-0.1,1.25,1.0,10.0,9.0,0.1,0,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,483,0,1.46,1.88,,0.07,0.01,0.89,-2.0,-8.0,13.0,0.07,0,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,523,0,1.46,1.88,,0.01,0.3,0.99,1.0,-2.0,3.0,0.3,0,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,563,0,1.46,1.87,,0.07,0.35,1.28,0.0,-3.0,-11.0,0.35,0,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,603,0,1.43,1.85,,0.07,-0.14,0.66,0.0,-7.0,-18.0,0.15,0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,643,0,1.44,1.87,,0.13,-0.34,0.78,0.0,-2.0,-1.0,0.36,0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,683,0,1.41,1.83,,0.1,0.12,1.23,4.0,-4.0,3.0,0.16,0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,723,0,1.45,1.86,,0.1,-0.12,1.27,2.0,-2.0,1.0,0.16,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,763,0,1.46,1.87,,0.02,0.07,1.19,1.0,9.0,9.0,0.08,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,803,0,1.44,1.88,,-0.16,0.03,0.37,-1.0,-4.0,3.0,0.17,0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,843,0,1.41,1.84,,0.08,0.09,0.69,1.0,-4.0,0.0,0.12,0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,883,0,1.44,1.89,,0.26,0.17,1.25,2.0,-3.0,0.0,0.3,0,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,923,0,1.44,1.87,,0.16,-0.14,1.27,3.0,4.0,4.0,0.21,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,963,0,1.46,1.89,,-0.09,-0.06,1.07,5.0,11.0,9.0,0.1,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,1003,0,1.48,1.9,,-0.18,0.18,0.86,4.0,5.0,-1.0,0.25,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,1043,0,1.46,1.88,13.15,-0.06,0.02,0.88,4.0,-4.0,0.0,0.07,0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,1083,0,1.46,1.89,,0.14,0.01,1.17,2.0,-9.0,0.0,0.14,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,1123,0,1.49,1.91,,0.36,-0.04,1.24,4.0,8.0,0.0,0.36,0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,1163,0,1.47,1.89,,0.01,0.3,0.87,1.0,18.0,-1.0,0.3,0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,1203,0,1.48,1.88,,-0.04,0.02,0.48,0.0,7.0,-2.0,0.05,0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,1243,0,1.47,1.86,,0.09,0.02,1.19,-1.0,3.0,4.0,0.09,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,1283,0,1.47,1.85,,-0.0,0.03,1.22,-2.0,7.0,7.0,0.03,0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,1323,0,1.47,1.86,,-0.09,0.18,0.97,0.0,0.0,2.0,0.21,0,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,1363,0,1.47,1.86,,-0.16,0.16,1.03,1.0,3.0,-7.0,0.23,0,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,1403,0,1.46,1.86,,-0.07,0.14,0.91,1.0,-2.0,-7.0,0.15,0,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,1443,0,1.45,1.85,,-0.15,0.13,0.98,1.0,-6.0,-9.0,0.2,0,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,1483,0,1.38,1.79,,-0.34,-0.01,0.74,1.0,-16.0,-9.0,0.34,0,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,1523,0,1.44,1.85,,-0.19,-0.15,1.2,1.0,-12.0,6.0,0.24,0,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,1563,0,1.44,1.85,,0.11,0.04,1.24,2.0,-7.0,5.0,0.12,0,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,1603,0,1.4,1.82,,-0.01,0.08,1.24,3.0,-6.0,-9.0,0.08,0,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,1643,0,1.45,1.85,,-0.02,-0.19,1.1,2.0,-6.0,7.0,0.19,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,1683,0,1.42,1.83,,-0.06,0.11,1.1,1.0,2.0,7.0,0.13,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,1723,0,1.4,1.81,,-0.13,0.17,0.84,2.0,-3.0,-11.0,0.22,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,1763,0,1.44,1.86,,0.08,0.03,1.15,3.0,4.0,-7.0,0.08,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,1803,0,1.45,1.86,,0.09,0.04,1.36,3.0,9.0,-2.0,0.1,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,1843,0,1.41,1.84,,0.02,0.1,0.6,5.0,6.0,-7.0,0.1,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,1883,0,1.42,1.86,,-0.15,-0.03,0.49,3.0,1.0,-4.0,0.15,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,1923,0,1.43,1.86,,0.12,0.06,0.95,1.0,-7.0,2.0,0.13,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,1963,0,1.4,1.82,,0.04,0.12,1.06,0.0,-2.0,-8.0,0.13,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,2003,0,1.41,1.84,,-0.02,-0.05,0.95,-1.0,-8.0,-9.0,0.05,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,2043,0,1.4,1.81,13.1,0.01,-0.18,1.07,1.0,-7.0,6.0,0.18,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,2083,0,1.44,1.85,,0.12,0.06,1.45,0.0,-3.0,3.0,0.13,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,2123,0,1.45,1.86,,0.09,0.04,1.38,0.0,7.0,2.0,0.1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,2163,0,1.4,1.8,,-0.01,0.09,0.76,1.0,5.0,1.0,0.09,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,2203,0,1.43,1.82,,-0.1,0.01,0.86,1.0,-6.0,0.0,0.1,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,2243,0,1.45,1.86,,-0.02,0.0,0.88,0.0,-7.0,7.0,0.02,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,2283,0,1.45,1.88,,0.04,-0.04,1.08,1.0,-2.0,8.0,0.05,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,2323,0,1.42,1.86,,0.03,0.05,0.92,1.0,5.0,6.0,0.05,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,2363,0,1.42,1.86,,0.04,0.18,0.69,4.0,1.0,-3.0,0.18,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,2403,0,1.44,1.89,,-0.04,0.13,0.73,4.0,-10.0,-13.0,0.14,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,2443,0,1.45,1.89,,0.07,-0.02,1.28,3.0,-8.0,-2.0,0.07,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,2483,0,1.41,1.84,,-0.0,-0.02,1.2,2.0,1.0,7.0,0.02,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,2523,0,1.42,1.84,,0.01,-0.0,1.14,1.0,0.0,3.0,0.01,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,2563,0,1.42,1.83,,-0.08,0.07,1.3,1.0,-3.0,-2.0,0.1,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,2603,0,1.44,1.85,,-0.1,-0.01,1.24,1.0,-2.0,0.0,0.1,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,2643,0,1.45,1.86,,-0.08,0.05,0.6,2.0,-1.0,2.0,0.09,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,2683,0,1.44,1.87,,-0.07,0.09,0.62,0.0,-9.0,-1.0,0.11,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,2723,0,1.44,1.87,,0.17,0.11,1.09,-1.0,-15.0,0.0,0.2,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273,2763,0,1.45,1.87,,0.05,0.09,1.19,-2.0,-7.0,-4.0,0.1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1293,2803,0,1.44,1.87,,0.07,-0.02,1.08,-2.0,5.0,1.0,0.07,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,2843,0,1.4,1.82,,-0.01,0.09,1.03,0.0,4.0,-1.0,0.09,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333,2883,0,1.45,1.88,,-0.06,0.03,0.93,1.0,1.0,-5.0,0.07,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,2923,0,1.42,1.85,,-0.07,0.03,0.88,1.0,5.0,-1.0,0.07,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,2963,0,1.43,1.87,,-0.13,0.13,0.81,2.0,1.0,-2.0,0.19,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,3003,0,1.44,1.88,,0.08,0.1,0.96,-1.0,-6.0,-5.0,0.13,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,3043,0,1.43,1.86,13.13,0.08,-0.1,1.18,-1.0,-1.0,-1.0,0.13,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1433,3083,0,1.44,1.86,,0.03,0.01,1.2,0.0,2.0,3.0,0.03,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1453,3123,0,1.43,1.84,,-0.07,0.02,1.2,1.0,-3.0,-2.0,0.07,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,3163,0,1.44,1.85,,0.04,0.03,1.16,1.0,-1.0,-3.0,0.05,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1493,3203,0,1.44,1.85,,-0.02,0.09,1.02,1.0,5.0,-2.0,0.09,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,3243,0,1.42,1.84,,-0.07,-0.04,0.91,2.0,7.0,-1.0,0.08,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,3283,0,1.43,1.86,,0.04,0.03,0.67,1.0,1.0,0.0,0.05,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1553,3323,0,1.42,1.84,,-0.06,0.02,0.76,3.0,-4.0,-3.0,0.06,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1573,3363,0,1.42,1.84,,0.0,0.09,1.11,0.0,-7.0,-1.0,0.09,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1593,3403,0,1.42,1.84,,0.03,0.06,1.18,1.0,0.0,-1.0,0.07,0,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,3443,0,1.42,1.83,,-0.03,0.04,1.02,0.0,0.0,-1.0,0.04,0,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633,3483,0,1.41,1.81,,0.01,-0.02,0.97,1.0,-3.0,-1.0,0.02,0,88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1653,3523,0,1.43,1.86,,-0.07,0.07,1.01,2.0,-3.0,-3.0,0.1,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,3563,0,1.43,1.86,,0.11,0.02,1.02,2.0,3.0,-6.0,0.11,0,88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,3603,0,1.44,1.86,,0.07,0.04,1.17,3.0,11.0,-5.0,0.08,0,84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,3643,0,1.44,1.86,,-0.0,0.11,0.98,3.0,8.0,-6.0,0.11,0,88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,3683,0,1.43,1.85,,-0.04,0.01,0.73,2.0,0.0,-8.0,0.04,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,3723,0,1.43,1.85,,-0.12,-0.12,1.02,-1.0,0.0,0.0,0.18,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773,3763,0,1.4,1.81,,0.03,-0.08,1.1,-1.0,-2.0,2.0,0.08,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1793,3803,0,1.44,1.85,,0.03,-0.04,0.92,1.0,0.0,-1.0,0.05,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1813,3843,0,1.42,1.83,,-0.08,-0.07,0.98,2.0,-5.0,-1.0,0.1,0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1833,3883,0,1.44,1.85,,-0.02,0.0,1.06,2.0,-6.0,3.0,0.03,0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1853,3923,0,1.43,1.84,,-0.01,0.02,1.04,1.0,1.0,3.0,0.02,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1873,3963,0,1.43,1.85,,-0.02,0.02,0.81,0.0,4.0,3.0,0.03,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1893,4003,0,1.42,1.84,,0.0,0.01,0.74,1.0,-1.0,2.0,0.01,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913,4043,0,1.43,1.85,13.14,0.0,0.03,0.98,0.0,-1.0,0.0,0.03,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,4083,0,1.43,1.85,,0.17,0.02,1.08,0.0,-3.0,1.0,0.17,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953,4123,0,1.42,1.82,,0.16,0.06,1.09,2.0,-4.0,0.0,0.17,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,4163,0,1.41,1.82,,0.12,0.06,1.06,0.0,0.0,1.0,0.14,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,4203,0,1.45,1.87,,0.23,0.04,0.8,-1.0,-1.0,0.0,0.23,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,4243,0,1.44,1.86,,0.31,-0.02,0.7,0.0,-7.0,2.0,0.31,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,4283,0,1.44,1.86,,0.24,0.0,0.96,1.0,-9.0,2.0,0.24,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2053,4323,0,1.47,1.9,,0.28,0.0,1.07,1.0,-5.0,2.0,0.28,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2073,4363,0,1.48,1.9,,0.31,0.02,1.1,-1.0,-2.0,3.0,0.31,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,4403,0,1.48,1.89,,0.29,0.01,1.05,-1.0,-1.0,4.0,0.29,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,4443,0,1.51,1.92,,0.39,0.03,1.09,1.0,-3.0,4.0,0.39,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,4483,0,1.52,1.94,,0.5,0.02,0.98,3.0,-6.0,3.0,0.5,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,4523,0,1.47,1.9,,0.33,0.13,1.16,4.0,-4.0,4.0,0.36,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2173,4563,0,1.48,1.93,,0.43,0.14,0.86,2.0,0.0,2.0,0.45,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,4603,0,1.49,1.93,,0.41,0.13,0.87,0.0,1.0,0.0,0.43,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,4643,0,1.48,1.92,,0.25,0.03,0.96,0.0,0.0,-1.0,0.25,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,4683,0,1.53,1.97,,0.04,0.0,0.91,1.0,3.0,-1.0,0.04,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,4723,0,1.52,1.96,,-0.17,0.02,0.97,2.0,1.0,-2.0,0.17,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2273,4763,0,1.51,1.95,,-0.22,0.01,0.86,1.0,4.0,-1.0,0.22,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2293,4803,0,1.52,1.95,,-0.27,0.03,0.94,0.0,0.0,-1.0,0.28,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313,4843,0,1.52,1.94,,-0.3,0.0,0.97,0.0,2.0,0.0,0.3,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333,4883,0,1.52,1.94,,-0.29,-0.01,1.03,-1.0,2.0,0.0,0.29,0,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2353,4923,0,1.51,1.93,,-0.28,-0.04,1.06,0.0,3.0,0.0,0.28,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2373,4963,0,1.51,1.94,,-0.24,0.01,1.02,0.0,2.0,0.0,0.24,0,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,5003,0,1.51,1.93,,-0.15,0.01,1.05,0.0,-2.0,0.0,0.15,0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2413,5043,0,1.51,1.93,13.08,-0.1,0.01,0.96,0.0,-5.0,0.0,0.1,0,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2433,5083,0,1.5,1.93,,0.02,0.03,0.9,0.0,-4.0,0.0,0.03,0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2453,5123,0,1.51,1.94,,0.05,0.04,0.94,0.0,1.0,1.0,0.07,0,104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2473,5163,0,1.51,1.94,,0.04,0.04,0.99,0.0,3.0,0.0,0.06,0,112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2493,5203,0,1.47,1.89,,0.01,0.02,1.01,0.0,0.0,-1.0,0.02,0,108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2513,5243,0,1.5,1.93,,-0.11,0.02,0.99,1.0,-2.0,0.0,0.11,0,108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2533,5283,0,1.47,1.89,,-0.17,0.04,0.99,0.0,2.0,1.0,0.18,0,108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2553,5323,0,1.51,1.94,,-0.16,0.05,1.06,0.0,1.0,0.0,0.17,0,112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2573,5363,0,1.52,1.94,,-0.09,0.01,1.08,0.0,-2.0,0.0,0.09,0,108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2593,5403,0,1.52,1.94,,-0.06,0.0,0.93,0.0,-2.0,0.0,0.06,0,112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2613,5443,0,1.52,1.94,,-0.02,0.02,0.91,0.0,1.0,0.0,0.03,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2633,5483,0,1.51,1.94,,-0.02,0.04,1.03,0.0,2.0,0.0,0.05,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2653,5523,0,1.51,1.94,,-0.1,0.02,0.99,0.0,-1.0,-1.0,0.1,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2673,5563,0,1.47,1.89,,-0.16,0.03,0.99,0.0,1.0,0.0,0.16,0,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2693,5603,0,1.48,1.9,,-0.13,0.04,1.05,0.0,1.0,0.0,0.14,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2713,5643,0,1.51,1.94,,-0.06,-0.01,1.02,0.0,-3.0,0.0,0.07,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2733,5683,0,1.52,1.95,,-0.04,0.01,0.91,0.0,-2.0,0.0,0.04,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2753,5723,0,1.5,1.93,,-0.03,0.03,0.95,0.0,3.0,1.0,0.04,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2773,5763,0,1.51,1.92,,-0.04,0.04,1.02,0.0,1.0,0.0,0.06,0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2793,5803,0,1.51,1.94,,-0.11,0.02,0.98,1.0,-2.0,-1.0,0.11,0,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2813,5843,0,1.46,1.88,,-0.15,0.04,1.01,0.0,2.0,1.0,0.16,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2833,5883,0,1.46,1.89,,-0.1,0.05,1.06,0.0,0.0,0.0,0.11,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2853,5923,1714855088077,1.5,1.93,,-0.03,0.02,1.02,0.0,-3.0,-1.0,0.03,0,112,0.0,39.674324,-77.417816,0.0,1191.6,6.0,2.0,2.0
2873,5963,1714855088115,1.46,1.89,,-0.04,0.01,0.9,0.0,-1.0,0.0,0.04,0,112,0.0,39.674324,-77.417816,0.0,1188.8,6.0,2.0,2.0
2893,6003,1714855088155,1.52,1.94,,-0.04,0.02,0.91,0.0,2.0,0.0,0.04,0,112,0.0,39.674324,-77.417816,0.0,1183.6,6.0,2.0,2.0
2913,6043,1714855088195,1.49,1.91,13.13,-0.05,0.04,1.02,0.0,1.0,0.0,0.07,0,108,0.0,39.674324,-77.417816,0.0,1180.7,6.0,2.0,2.0
2933,6083,1714855088235,1.48,1.91,,-0.11,0.03,1.03,0.0,-1.0,-1.0,0.11,0,112,0.0,39.674324,-77.417809,0.0,1179.0,6.0,2.0,2.0
2953,6123,1714855088273,1.51,1.93,,-0.16,0.03,0.96,1.0,0.0,0.0,0.16,0,108,0.0,39.674324,-77.417809,0.0,1177.5,6.0,2.0,2.0
2973,6163,1714855088313,1.46,1.9,,-0.16,0.04,1.04,0.0,1.0,0.0,0.16,0,108,0.0,39.674324,-77.417809,0.0,1176.3,6.0,2.0,2.0
2993,6203,1714855088355,1.47,1.89,,-0.09,0.01,1.1,0.0,0.0,0.0,0.09,0,112,0.0,39.674324,-77.417809,0.0,1175.3,6.0,2.0,2.0
3013,6243,1714855088395,1.52,1.94,,-0.1,0.0,0.96,0.0,-3.0,-1.0,0.1,0,108,0.0,39.674324,-77.417809,0.0,1174.5,6.0,2.0,2.0
3033,6283,1714855088433,1.48,1.9,,-0.02,0.03,0.9,0.0,-1.0,0.0,0.03,0,112,0.0,39.674324,-77.417809,0.0,1173.9,6.0,2.0,2.0
3053,6323,1714855088473,1.48,1.9,,-0.02,0.04,0.97,0.0,2.0,1.0,0.04,0,108,0.0,39.674324,-77.417809,0.0,1173.9,6.0,2.0,2.0
3073,6363,1714855088513,1.5,1.94,,-0.05,0.05,1.01,0.0,3.0,1.0,0.07,0,112,0.0,39.674324,-77.417809,0.0,1173.9,6.0,2.0,2.0
3093,6403,1714855088552,1.51,1.93,,-0.06,0.04,0.98,0.0,-1.0,-1.0,0.07,0,108,0.0,39.674324,-77.417809,0.0,1173.9,6.0,2.0,2.0
3113,6443,1714855088592,1.51,1.94,,-0.14,0.01,1.0,0.0,-1.0,0.0,0.14,0,112,0.0,39.674324,-77.417809,0.0,1173.9,6.0,2.0,2.0
3133,6483,1714855088632,1.5,1.93,,-0.16,0.02,1.11,-1.0,2.0,1.0,0.16,0,112,0.0,39.674324,-77.417809,0.0,1173.9,6.0,2.0,2.0
3153,6523,1714855088674,1.48,1.9,,-0.11,0.03,1.02,0.0,-1.0,0.0,0.11,0,112,0.0,39.674324,-77.417809,0.0,1173.9,6.0,2.0,2.0
3173,6563,1714855088712,1.51,1.92,,-0.03,0.02,0.95,1.0,-2.0,0.0,0.04,0,112,0.0,39.674324,-77.417809,0.0,1173.9,6.0,2.0,2.0
3193,6603,1714855088752,1.48,1.9,,-0.07,0.02,0.98,0.0,2.0,1.0,0.07,0,112,0.0,39.674324,-77.417809,0.0,1173.9,6.0,2.0,2.0
3213,6643,1714855088794,1.5,1.92,,-0.1,0.04,1.03,0.0,2.0,1.0,0.11,0,116,0.0,39.674324,-77.417809,0.0,1173.9,6.0,2.0,2.0
3233,6683,1714855088834,1.51,1.94,,-0.11,0.01,0.96,1.0,-2.0,-1.0,0.11,0,116,0.0,39.674324,-77.417809,0.0,1173.9,6.0,2.0,2.0
