,"Interval|""ms""|0|0|1","Utc|""ms""|0|0|1","Analog4|""Volts""|0.0|5.0|500","Analog5|""Volts""|0.0|5.0|500","Battery|""Volts""|0.0|20.0|1","AccelX|""G""|-3.0|3.0|200","AccelY|""G""|-3.0|3.0|200","AccelZ|""G""|-3.0|3.0|200","Yaw|""Deg/Sec""|-120|120|200","Pitch|""Deg/Sec""|-120|120|200","Roll|""Deg/Sec""|-120|120|200","Gsum|""G""|0.0|3.0|200","RPM|""rpm""|0|8000|500","RPM2|""rpm""|0|8000|500","GPIO1|""""|0.0|1.0|50","Latitude|Degrees|-180.0|180.0|25","Longitude|Degrees|-180.0|180.0|25","Speed|mph|0.0|150.0|25","Altitude|""ft""|0.0|4000.0|25","GPSSats|""""|0|20|25","GPSQual|""""|0|5|25","GPSDOP|""""|0.0|20.0|25"
17663,37919,1714855120061,1.35,1.93,,,,,,,,,0,112,,,,,,,,
17664,37921,1714855120063,1.34,1.92,,,,,,,,,0,112,,,,,,,,
17665,37923,1714855120065,1.32,1.9,,-0.01,0.25,0.8,-34.0,-5.0,-1.0,0.25,0,112,0.0,39.674301,-77.417763,3.39,1140.6,8.0,3.0,1.7
17666,37925,1714855120067,1.32,1.91,,,,,,,,,0,112,,,,,,,,
17667,37927,1714855120069,1.33,1.91,,,,,,,,,0,112,,,,,,,,
17668,37929,1714855120071,1.34,1.92,,,,,,,,,0,112,,,,,,,,
17669,37931,1714855120073,1.35,1.93,,,,,,,,,0,112,,,,,,,,
17670,37933,1714855120075,1.34,1.92,,-0.04,0.24,0.66,-35.0,4.0,0.0,0.25,0,112,,,,,,,,
17671,37935,1714855120077,1.34,1.93,,,,,,,,,0,112,,,,,,,,
17672,37937,1714855120079,1.35,1.93,,,,,,,,,0,112,,,,,,,,
17673,37939,1714855120081,1.35,1.94,,,,,,,,,0,112,,,,,,,,
17674,37941,1714855120083,1.35,1.94,,,,,,,,,0,112,,,,,,,,
17675,37943,1714855120085,1.35,1.94,,-0.1,0.27,0.92,-35.0,-1.0,-3.0,0.29,0,108,0.0,,,,,,,
17676,37945,1714855120087,1.35,1.93,,,,,,,,,0,108,,,,,,,,
17677,37947,1714855120089,1.35,1.93,,,,,,,,,0,108,,,,,,,,
17678,37949,1714855120091,1.36,1.94,,,,,,,,,0,108,,,,,,,,
17679,37951,1714855120093,1.36,1.95,,,,,,,,,0,108,,,,,,,,
17680,37953,1714855120095,1.36,1.95,,-0.08,0.24,0.71,-34.0,-5.0,-4.0,0.26,0,108,,,,,,,,
17681,37955,1714855120097,1.37,1.95,,,,,,,,,0,108,,,,,,,,
17682,37957,1714855120099,1.37,1.95,,,,,,,,,0,108,,,,,,,,
17683,37959,1714855120101,1.37,1.95,,,,,,,,,0,108,,,,,,,,
17684,37961,1714855120103,1.37,1.95,,,,,,,,,0,108,,,,,,,,
17685,37963,1714855120105,1.37,1.95,,-0.09,0.28,0.81,-35.0,0.0,-4.0,0.29,0,108,0.0,39.674301,-77.417763,3.32,1140.6,8.0,3.0,1.7
17686,37965,1714855120107,1.35,1.95,,,,,,,,,0,108,,,,,,,,
17687,37967,1714855120109,1.33,1.94,,,,,,,,,0,108,,,,,,,,
17688,37969,1714855120111,1.32,1.9,,,,,,,,,0,108,,,,,,,,
17689,37971,1714855120113,1.32,1.9,,,,,,,,,0,108,,,,,,,,
17690,37973,1714855120115,1.32,1.9,,0.08,0.13,0.77,-34.0,-8.0,-6.0,0.16,0,108,,,,,,,,
17691,37975,1714855120117,1.34,1.92,,,,,,,,,0,108,,,,,,,,
17692,37977,1714855120119,1.36,1.94,,,,,,,,,0,108,,,,,,,,
17693,37979,1714855120121,1.36,1.95,,,,,,,,,0,116,,,,,,,,
17694,37981,1714855120123,1.37,1.95,,,,,,,,,0,116,,,,,,,,
17695,37983,1714855120125,1.37,1.95,,-0.04,0.14,0.94,-33.0,2.0,-3.0,0.15,0,116,0.0,,,,,,,
17696,37985,1714855120127,1.37,1.95,,,,,,,,,0,116,,,,,,,,
17697,37987,1714855120129,1.35,1.93,,,,,,,,,0,116,,,,,,,,
17698,37989,1714855120131,1.33,1.9,,,,,,,,,0,116,,,,,,,,
17699,37991,1714855120133,1.32,1.9,,,,,,,,,0,116,,,,,,,,
17700,37993,1714855120135,1.35,1.93,,-0.01,0.06,1.06,-32.0,-10.0,-5.0,0.06,0,116,,,,,,,,
17701,37995,1714855120137,1.37,1.95,,,,,,,,,0,116,,,,,,,,
17702,37997,1714855120139,1.37,1.95,,,,,,,,,0,116,,,,,,,,
17703,37999,1714855120141,1.37,1.95,,,,,,,,,0,116,,,,,,,,
17704,38001,1714855120143,1.37,1.95,,,,,,,,,0,116,,,,,,,,
17705,38003,1714855120145,1.34,1.92,,-0.02,0.04,1.04,-33.0,0.0,-2.0,0.05,0,116,0.0,39.674301,-77.417763,3.19,1140.6,8.0,3.0,1.7
17706,38005,1714855120147,1.32,1.9,,,,,,,,,0,116,,,,,,,,
17707,38007,1714855120149,1.33,1.91,,,,,,,,,0,116,,,,,,,,
17708,38009,1714855120151,1.35,1.93,,,,,,,,,0,116,,,,,,,,
17709,38011,1714855120153,1.37,1.95,,,,,,,,,0,116,,,,,,,,
17710,38013,1714855120155,1.37,1.95,,0.16,0.04,1.16,-30.0,-7.0,-1.0,0.17,0,116,,,,,,,,
17711,38015,1714855120157,1.38,1.95,,,,,,,,,0,108,,,,,,,,
17712,38017,1714855120159,1.32,1.9,,,,,,,,,0,108,,,,,,,,
17713,38019,1714855120161,1.34,1.92,,,,,,,,,0,108,,,,,,,,
17714,38021,1714855120163,1.36,1.94,,,,,,,,,0,108,,,,,,,,
17715,38023,1714855120165,1.37,1.95,,0.01,0.02,1.24,-29.0,-2.0,2.0,0.02,0,108,0.0,,,,,,,
17716,38025,1714855120167,1.38,1.95,,,,,,,,,0,108,,,,,,,,
17717,38027,1714855120169,1.38,1.95,,,,,,,,,0,108,,,,,,,,
17718,38029,1714855120171,1.36,1.94,,,,,,,,,0,108,,,,,,,,
17719,38031,1714855120173,1.34,1.93,,,,,,,,,0,108,,,,,,,,
17720,38033,1714855120175,1.33,1.9,,0.06,0.06,1.28,-29.0,-3.0,5.0,0.08,0,108,,,,,,,,
17721,38035,1714855120177,1.34,1.91,,,,,,,,,0,108,,,,,,,,
17722,38037,1714855120179,1.38,1.95,,,,,,,,,0,108,,,,,,,,
17723,38039,1714855120181,1.37,1.95,,,,,,,,,0,108,,,,,,,,
17724,38041,1714855120183,1.37,1.94,,,,,,,,,0,108,,,,,,,,
17725,38043,1714855120185,1.33,1.9,13.13,0.13,0.09,1.33,-29.0,-3.0,7.0,0.16,0,108,0.0,39.674301,-77.417763,3.54,1140.6,8.0,3.0,1.7
17726,38045,1714855120187,1.33,1.9,,,,,,,,,0,108,,,,,,,,
17727,38047,1714855120189,1.35,1.92,,,,,,,,,0,108,,,,,,,,
17728,38049,1714855120191,1.37,1.94,,,,,,,,,0,108,,,,,,,,
17729,38051,1714855120193,1.38,1.95,,,,,,,,,0,108,,,,,,,,
17730,38053,1714855120195,1.38,1.95,,0.13,0.2,1.21,-29.0,2.0,10.0,0.24,0,108,,,,,,,,
17731,38055,1714855120197,1.37,1.94,,,,,,,,,0,108,,,,,,,,
17732,38057,1714855120199,1.35,1.92,,,,,,,,,0,108,,,,,,,,
17733,38059,1714855120201,1.33,1.9,,,,,,,,,0,108,,,,,,,,
17734,38061,1714855120203,1.35,1.92,,,,,,,,,0,108,,,,,,,,
17735,38063,1714855120205,1.37,1.94,,0.14,0.14,1.47,-28.0,0.0,9.0,0.2,0,108,0.0,,,,,,,
17736,38065,1714855120207,1.38,1.95,,,,,,,,,0,108,,,,,,,,
17737,38067,1714855120209,1.38,1.95,,,,,,,,,0,108,,,,,,,,
17738,38069,1714855120211,1.38,1.95,,,,,,,,,0,108,,,,,,,,
17739,38071,1714855120213,1.36,1.93,,,,,,,,,0,108,,,,,,,,
17740,38073,1714855120215,1.34,1.91,,0.08,0.25,1.08,-29.0,2.0,9.0,0.26,0,108,,,,,,,,
17741,38075,1714855120217,1.36,1.93,,,,,,,,,0,108,,,,,,,,
17742,38077,1714855120219,1.38,1.95,,,,,,,,,0,108,,,,,,,,
17743,38079,1714855120221,1.38,1.95,,,,,,,,,0,108,,,,,,,,
17744,38081,1714855120223,1.39,1.95,,,,,,,,,0,108,,,,,,,,
17745,38083,1714855120225,1.38,1.95,,0.05,0.31,1.33,-30.0,2.0,7.0,0.31,0,108,0.0,39.674301,-77.417763,3.52,1140.6,8.0,3.0,1.7
17746,38085,1714855120227,1.36,1.93,,,,,,,,,0,108,,,,,,,,
17747,38087,1714855120229,1.33,1.9,,,,,,,,,0,108,,,,,,,,
17748,38089,1714855120231,1.35,1.92,,,,,,,,,0,104,,,,,,,,
17749,38091,1714855120233,1.37,1.94,,,,,,,,,0,104,,,,,,,,
17750,38093,1714855120235,1.38,1.95,,0.21,0.41,1.12,-30.0,2.0,5.0,0.46,0,104,,,,,,,,
17751,38095,1714855120237,1.38,1.95,,,,,,,,,0,104,,,,,,,,
17752,38097,1714855120239,1.39,1.95,,,,,,,,,0,104,,,,,,,,
17753,38099,1714855120241,1.38,1.95,,,,,,,,,0,104,,,,,,,,
17754,38101,1714855120243,1.37,1.95,,,,,,,,,0,104,,,,,,,,
17755,38103,1714855120245,1.37,1.94,,0.09,0.27,1.17,-30.0,7.0,4.0,0.28,0,104,0.0,,,,,,,
17756,38105,1714855120247,1.34,1.91,,,,,,,,,0,104,,,,,,,,
17757,38107,1714855120249,1.35,1.93,,,,,,,,,0,104,,,,,,,,
17758,38109,1714855120251,1.37,1.95,,,,,,,,,0,104,,,,,,,,
17759,38111,1714855120253,1.38,1.96,,,,,,,,,0,104,,,,,,,,
17760,38113,1714855120255,1.38,1.95,,0.03,0.32,1.08,-31.0,1.0,2.0,0.32,0,104,,,,,,,,
17761,38115,1714855120257,1.35,1.92,,,,,,,,,0,104,,,,,,,,
17762,38117,1714855120259,1.34,1.91,,,,,,,,,0,104,,,,,,,,
17763,38119,1714855120261,1.37,1.95,,,,,,,,,0,104,,,,,,,,
17764,38121,1714855120263,1.37,1.94,,,,,,,,,0,104,,,,,,,,
17765,38123,1714855120265,1.33,1.9,,0.08,0.26,0.99,-32.0,4.0,2.0,0.27,0,104,0.0,39.674301,-77.417763,3.23,1140.6,8.0,3.0,1.7
17766,38125,1714855120267,1.37,1.94,,,,,,,,,0,104,,,,,,,,
17767,38127,1714855120269,1.38,1.95,,,,,,,,,0,108,,,,,,,,
17768,38129,1714855120271,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17769,38131,1714855120273,1.38,1.95,,,,,,,,,0,108,,,,,,,,
17770,38133,1714855120275,1.36,1.93,,0.22,0.32,1.07,-33.0,4.0,2.0,0.39,0,108,,,,,,,,
17771,38135,1714855120277,1.33,1.9,,,,,,,,,0,108,,,,,,,,
17772,38137,1714855120279,1.34,1.92,,,,,,,,,0,108,,,,,,,,
17773,38139,1714855120281,1.37,1.94,,,,,,,,,0,108,,,,,,,,
17774,38141,1714855120283,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17775,38143,1714855120285,1.38,1.96,,0.08,0.3,0.9,-33.0,2.0,1.0,0.31,0,108,0.0,,,,,,,
17776,38145,1714855120287,1.38,1.95,,,,,,,,,0,108,,,,,,,,
17777,38147,1714855120289,1.36,1.93,,,,,,,,,0,108,,,,,,,,
17778,38149,1714855120291,1.33,1.9,,,,,,,,,0,108,,,,,,,,
17779,38151,1714855120293,1.36,1.93,,,,,,,,,0,108,,,,,,,,
17780,38153,1714855120295,1.38,1.96,,-0.03,0.37,0.99,-34.0,5.0,1.0,0.37,0,108,,,,,,,,
17781,38155,1714855120297,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17782,38157,1714855120299,1.38,1.95,,,,,,,,,0,108,,,,,,,,
17783,38159,1714855120301,1.35,1.92,,,,,,,,,0,108,,,,,,,,
17784,38161,1714855120303,1.34,1.92,,,,,,,,,0,108,,,,,,,,
17785,38163,1714855120305,1.37,1.93,,0.11,0.32,0.93,-36.0,0.0,1.0,0.34,0,100,0.0,39.674305,-77.417763,3.18,1140.6,8.0,3.0,1.7
17786,38165,1714855120307,1.38,1.95,,,,,,,,,0,100,,,,,,,,
17787,38167,1714855120309,1.38,1.96,,,,,,,,,0,100,,,,,,,,
17788,38169,1714855120311,1.38,1.96,,,,,,,,,0,100,,,,,,,,
17789,38171,1714855120313,1.38,1.95,,,,,,,,,0,100,,,,,,,,
17790,38173,1714855120315,1.35,1.93,,0.13,0.28,0.75,-35.0,2.0,0.0,0.31,0,100,,,,,,,,
17791,38175,1714855120317,1.33,1.9,,,,,,,,,0,100,,,,,,,,
17792,38177,1714855120319,1.36,1.94,,,,,,,,,0,100,,,,,,,,
17793,38179,1714855120321,1.37,1.96,,,,,,,,,0,100,,,,,,,,
17794,38181,1714855120323,1.38,1.96,,,,,,,,,0,100,,,,,,,,
17795,38183,1714855120325,1.38,1.96,,0.03,0.29,0.95,-36.0,2.0,0.0,0.3,0,100,0.0,,,,,,,
17796,38185,1714855120327,1.38,1.95,,,,,,,,,0,100,,,,,,,,
17797,38187,1714855120329,1.35,1.93,,,,,,,,,0,100,,,,,,,,
17798,38189,1714855120331,1.33,1.91,,,,,,,,,0,100,,,,,,,,
17799,38191,1714855120333,1.36,1.94,,,,,,,,,0,100,,,,,,,,
17800,38193,1714855120335,1.38,1.96,,0.04,0.18,0.75,-35.0,-3.0,-2.0,0.19,0,100,,,,,,,,
17801,38195,1714855120337,1.38,1.97,,,,,,,,,0,100,,,,,,,,
17802,38197,1714855120339,1.38,1.96,,,,,,,,,0,100,,,,,,,,
17803,38199,1714855120341,1.36,1.94,,,,,,,,,0,100,,,,,,,,
17804,38201,1714855120343,1.33,1.92,,,,,,,,,0,100,,,,,,,,
17805,38203,1714855120345,1.36,1.95,,0.11,0.15,0.96,-37.0,5.0,0.0,0.19,0,100,0.0,39.674305,-77.417763,3.19,1140.6,8.0,3.0,1.7
17806,38205,1714855120347,1.38,1.96,,,,,,,,,0,100,,,,,,,,
17807,38207,1714855120349,1.38,1.96,,,,,,,,,0,100,,,,,,,,
17808,38209,1714855120351,1.38,1.97,,,,,,,,,0,100,,,,,,,,
17809,38211,1714855120353,1.38,1.96,,,,,,,,,0,100,,,,,,,,
17810,38213,1714855120355,1.36,1.94,,0.18,0.13,0.87,-35.0,-5.0,-1.0,0.22,0,100,,,,,,,,
17811,38215,1714855120357,1.33,1.91,,,,,,,,,0,100,,,,,,,,
17812,38217,1714855120359,1.34,1.93,,,,,,,,,0,100,,,,,,,,
17813,38219,1714855120361,1.37,1.95,,,,,,,,,0,100,,,,,,,,
17814,38221,1714855120363,1.4,1.98,,,,,,,,,0,100,,,,,,,,
17815,38223,1714855120365,1.36,1.94,,0.02,0.07,0.82,-36.0,6.0,1.0,0.08,0,100,0.0,,,,,,,
17816,38225,1714855120367,1.33,1.91,,,,,,,,,0,100,,,,,,,,
17817,38227,1714855120369,1.35,1.93,,,,,,,,,0,100,,,,,,,,
17818,38229,1714855120371,1.37,1.95,,,,,,,,,0,100,,,,,,,,
17819,38231,1714855120373,1.38,1.96,,,,,,,,,0,100,,,,,,,,
17820,38233,1714855120375,1.38,1.97,,-0.02,0.09,1.1,-35.0,-1.0,0.0,0.09,0,100,,,,,,,,
17821,38235,1714855120377,1.37,1.97,,,,,,,,,0,108,,,,,,,,
17822,38237,1714855120379,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17823,38239,1714855120381,1.32,1.91,,,,,,,,,0,108,,,,,,,,
17824,38241,1714855120383,1.33,1.91,,,,,,,,,0,108,,,,,,,,
17825,38243,1714855120385,1.35,1.94,,0.09,0.02,0.8,-34.0,-3.0,1.0,0.09,0,108,0.0,39.674305,-77.417763,3.52,1140.6,8.0,3.0,1.7
17826,38245,1714855120387,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17827,38247,1714855120389,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17828,38249,1714855120391,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17829,38251,1714855120393,1.37,1.95,,,,,,,,,0,108,,,,,,,,
17830,38253,1714855120395,1.35,1.93,,0.06,0.13,1.0,-35.0,4.0,3.0,0.14,0,108,,,,,,,,
17831,38255,1714855120397,1.33,1.91,,,,,,,,,0,108,,,,,,,,
17832,38257,1714855120399,1.35,1.93,,,,,,,,,0,108,,,,,,,,
17833,38259,1714855120401,1.37,1.96,,,,,,,,,0,108,,,,,,,,
17834,38261,1714855120403,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17835,38263,1714855120405,1.38,1.97,,0.07,0.14,0.9,-33.0,-3.0,1.0,0.16,0,108,0.0,,,,,,,
17836,38265,1714855120407,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17837,38267,1714855120409,1.35,1.93,,,,,,,,,0,108,,,,,,,,
17838,38269,1714855120411,1.33,1.91,,,,,,,,,0,108,,,,,,,,
17839,38271,1714855120413,1.36,1.94,,,,,,,,,0,52,,,,,,,,
17840,38273,1714855120415,1.38,1.96,,-0.01,0.14,0.99,-35.0,6.0,3.0,0.14,0,52,,,,,,,,
17841,38275,1714855120417,1.38,1.97,,,,,,,,,0,52,,,,,,,,
17842,38277,1714855120419,1.38,1.96,,,,,,,,,0,52,,,,,,,,
17843,38279,1714855120421,1.37,1.95,,,,,,,,,0,52,,,,,,,,
17844,38281,1714855120423,1.33,1.91,,,,,,,,,0,52,,,,,,,,
17845,38283,1714855120425,1.34,1.93,,0.13,0.09,1.05,-33.0,-2.0,2.0,0.16,0,52,0.0,39.674305,-77.417763,2.99,1140.6,8.0,3.0,1.7
17846,38285,1714855120427,1.36,1.95,,,,,,,,,0,52,,,,,,,,
17847,38287,1714855120429,1.37,1.95,,,,,,,,,0,52,,,,,,,,
17848,38289,1714855120431,1.37,1.96,,,,,,,,,0,52,,,,,,,,
17849,38291,1714855120433,1.38,1.97,,,,,,,,,0,52,,,,,,,,
17850,38293,1714855120435,1.38,1.97,,-0.06,0.03,0.8,-32.0,3.0,4.0,0.07,0,52,,,,,,,,
17851,38295,1714855120437,1.38,1.96,,,,,,,,,0,52,,,,,,,,
17852,38297,1714855120439,1.38,1.96,,,,,,,,,0,52,,,,,,,,
17853,38299,1714855120441,1.38,1.97,,,,,,,,,0,52,,,,,,,,
17854,38301,1714855120443,1.38,1.96,,,,,,,,,0,52,,,,,,,,
17855,38303,1714855120445,1.38,1.97,,0.04,0.06,1.09,-34.0,3.0,4.0,0.07,0,52,0.0,,,,,,,
17856,38305,1714855120447,1.38,1.96,,,,,,,,,0,52,,,,,,,,
17857,38307,1714855120449,1.37,1.96,,,,,,,,,0,108,,,,,,,,
17858,38309,1714855120451,1.34,1.95,,,,,,,,,0,108,,,,,,,,
17859,38311,1714855120453,1.35,1.93,,,,,,,,,0,108,,,,,,,,
17860,38313,1714855120455,1.33,1.91,,0.0,0.11,0.88,-32.0,1.0,4.0,0.11,0,108,,,,,,,,
17861,38315,1714855120457,1.35,1.93,,,,,,,,,0,108,,,,,,,,
17862,38317,1714855120459,1.37,1.95,,,,,,,,,0,108,,,,,,,,
17863,38319,1714855120461,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17864,38321,1714855120463,1.38,1.97,,,,,,,,,0,108,,,,,,,,
17865,38323,1714855120465,1.38,1.96,,-0.08,0.11,0.93,-32.0,6.0,6.0,0.13,0,108,0.0,39.674305,-77.417763,3.1,1140.6,8.0,3.0,1.7
17866,38325,1714855120467,1.33,1.92,,,,,,,,,0,108,,,,,,,,
17867,38327,1714855120469,1.34,1.93,,,,,,,,,0,108,,,,,,,,
17868,38329,1714855120471,1.35,1.93,,,,,,,,,0,108,,,,,,,,
17869,38331,1714855120473,1.35,1.94,,,,,,,,,0,108,,,,,,,,
17870,38333,1714855120475,1.36,1.95,,0.02,0.08,0.89,-32.0,-1.0,5.0,0.09,0,108,,,,,,,,
17871,38335,1714855120477,1.36,1.95,,,,,,,,,0,108,,,,,,,,
17872,38337,1714855120479,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17873,38339,1714855120481,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17874,38341,1714855120483,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17875,38343,1714855120485,1.37,1.96,,-0.06,0.16,0.71,-31.0,6.0,7.0,0.17,0,112,0.0,,,,,,,
17876,38345,1714855120487,1.38,1.96,,,,,,,,,0,112,,,,,,,,
17877,38347,1714855120489,1.38,1.96,,,,,,,,,0,112,,,,,,,,
17878,38349,1714855120491,1.38,1.96,,,,,,,,,0,112,,,,,,,,
17879,38351,1714855120493,1.37,1.95,,,,,,,,,0,112,,,,,,,,
17880,38353,1714855120495,1.36,1.94,,-0.08,0.1,1.09,-31.0,1.0,6.0,0.13,0,112,,,,,,,,
17881,38355,1714855120497,1.34,1.92,,,,,,,,,0,112,,,,,,,,
17882,38357,1714855120499,1.33,1.91,,,,,,,,,0,112,,,,,,,,
17883,38359,1714855120501,1.33,1.91,,,,,,,,,0,112,,,,,,,,
17884,38361,1714855120503,1.34,1.92,,,,,,,,,0,112,,,,,,,,
17885,38363,1714855120505,1.35,1.94,,-0.08,0.16,0.71,-30.0,-4.0,6.0,0.18,0,112,0.0,39.674305,-77.417763,2.83,1140.7,8.0,3.0,1.7
17886,38365,1714855120507,1.37,1.93,,,,,,,,,0,112,,,,,,,,
17887,38367,1714855120509,1.37,1.93,,,,,,,,,0,112,,,,,,,,
17888,38369,1714855120511,1.37,1.95,,,,,,,,,0,112,,,,,,,,
17889,38371,1714855120513,1.35,1.94,,,,,,,,,0,112,,,,,,,,
17890,38373,1714855120511,1.38,1.95,,-0.03,0.17,0.99,-31.0,4.0,6.0,0.17,0,112,,,,,,,,
17891,38375,1714855120513,1.37,1.96,,,,,,,,,0,112,,,,,,,,
17892,38377,1714855120515,1.38,1.96,,,,,,,,,0,112,,,,,,,,
17893,38379,1714855120517,1.38,1.96,,,,,,,,,0,112,,,,,,,,
17894,38381,1714855120519,1.37,1.96,,,,,,,,,0,112,,,,,,,,
17895,38383,1714855120521,1.38,1.96,,-0.04,0.28,0.9,-30.0,-3.0,4.0,0.28,0,112,0.0,,,,,,,
17896,38385,1714855120523,1.38,1.96,,,,,,,,,0,112,,,,,,,,
17897,38387,1714855120525,1.37,1.96,,,,,,,,,0,112,,,,,,,,
17898,38389,1714855120527,1.37,1.95,,,,,,,,,0,112,,,,,,,,
17899,38391,1714855120529,1.36,1.94,,,,,,,,,0,112,,,,,,,,
17900,38393,1714855120531,1.35,1.93,,-0.05,0.17,0.98,-29.0,-1.0,3.0,0.17,0,112,,,,,,,,
17901,38395,1714855120533,1.33,1.91,,,,,,,,,0,112,,,,,,,,
17902,38397,1714855120535,1.33,1.91,,,,,,,,,0,112,,,,,,,,
17903,38399,1714855120537,1.33,1.92,,,,,,,,,0,112,,,,,,,,
17904,38401,1714855120539,1.35,1.93,,,,,,,,,0,112,,,,,,,,
17905,38403,1714855120541,1.37,1.95,,-0.08,0.24,0.97,-29.0,-4.0,1.0,0.26,0,112,0.0,39.674305,-77.417763,2.96,1140.6,8.0,3.0,1.7
17906,38405,1714855120543,1.37,1.95,,,,,,,,,0,112,,,,,,,,
17907,38407,1714855120545,1.38,1.96,,,,,,,,,0,112,,,,,,,,
17908,38409,1714855120547,1.38,1.96,,,,,,,,,0,112,,,,,,,,
17909,38411,1714855120552,1.37,1.96,,,,,,,,,0,112,,,,,,,,
17910,38413,1714855120554,1.38,1.96,,-0.01,0.19,0.9,-29.0,-6.0,0.0,0.19,0,112,,,,,,,,
17911,38415,1714855120556,1.37,1.96,,,,,,,,,0,112,,,,,,,,
17912,38417,1714855120558,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17913,38419,1714855120560,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17914,38421,1714855120562,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17915,38423,1714855120564,1.37,1.96,,0.03,0.21,1.11,-29.0,-4.0,0.0,0.21,0,108,0.0,,,,,,,
17916,38425,1714855120566,1.39,1.97,,,,,,,,,0,108,,,,,,,,
17917,38427,1714855120568,1.33,1.91,,,,,,,,,0,108,,,,,,,,
17918,38429,1714855120570,1.33,1.91,,,,,,,,,0,108,,,,,,,,
17919,38431,1714855120572,1.33,1.92,,,,,,,,,0,108,,,,,,,,
17920,38433,1714855120574,1.33,1.91,,0.0,0.19,0.93,-28.0,-9.0,0.0,0.19,0,108,,,,,,,,
17921,38435,1714855120576,1.35,1.92,,,,,,,,,0,108,,,,,,,,
17922,38437,1714855120578,1.37,1.93,,,,,,,,,0,108,,,,,,,,
17923,38439,1714855120580,1.37,1.96,,,,,,,,,0,108,,,,,,,,
17924,38441,1714855120582,1.37,1.95,,,,,,,,,0,108,,,,,,,,
17925,38443,1714855120584,1.37,1.96,,-0.08,0.22,1.09,-29.0,-4.0,2.0,0.23,0,108,0.0,39.674309,-77.417763,3.08,1140.7,8.0,3.0,1.7
17926,38445,1714855120586,1.37,1.95,,,,,,,,,0,108,,,,,,,,
17927,38447,1714855120588,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17928,38449,1714855120590,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17929,38451,1714855120592,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17930,38453,1714855120594,1.38,1.96,,0.1,0.23,1.03,-29.0,-11.0,2.0,0.25,0,108,,,,,,,,
17931,38455,1714855120596,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17932,38457,1714855120598,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17933,38459,1714855120600,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17934,38461,1714855120602,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17935,38463,1714855120604,1.37,1.96,,0.05,0.17,0.96,-28.0,-5.0,3.0,0.18,0,108,0.0,,,,,,,
17936,38465,1714855120606,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17937,38467,1714855120608,1.37,1.96,,,,,,,,,0,108,,,,,,,,
17938,38469,1714855120610,1.37,1.96,,,,,,,,,0,108,,,,,,,,
17939,38471,1714855120612,1.37,1.95,,,,,,,,,0,108,,,,,,,,
17940,38473,1714855120614,1.36,1.94,,0.04,0.24,1.16,-28.0,-9.0,4.0,0.25,0,108,,,,,,,,
17941,38475,1714855120616,1.35,1.93,,,,,,,,,0,108,,,,,,,,
17942,38477,1714855120618,1.35,1.93,,,,,,,,,0,108,,,,,,,,
17943,38479,1714855120620,1.34,1.92,,,,,,,,,0,108,,,,,,,,
17944,38481,1714855120622,1.33,1.91,,,,,,,,,0,108,,,,,,,,
17945,38483,1714855120624,1.33,1.91,,-0.01,0.17,0.98,-28.0,-8.0,4.0,0.17,0,108,0.0,39.674309,-77.417763,3.0,1140.7,8.0,3.0,1.7
17946,38485,1714855120626,1.33,1.91,,,,,,,,,0,108,,,,,,,,
17947,38487,1714855120628,1.33,1.91,,,,,,,,,0,108,,,,,,,,
17948,38489,1714855120631,1.32,1.91,,,,,,,,,0,108,,,,,,,,
17949,38491,1714855120633,1.34,1.92,,,,,,,,,0,108,,,,,,,,
17950,38493,1714855120635,1.35,1.94,,0.17,0.27,1.13,-30.0,-7.0,5.0,0.32,0,108,,,,,,,,
17951,38495,1714855120637,1.37,1.96,,,,,,,,,0,108,,,,,,,,
17952,38497,1714855120639,1.37,1.96,,,,,,,,,0,108,,,,,,,,
17953,38499,1714855120641,1.38,1.96,,,,,,,,,0,108,,,,,,,,
17954,38501,1714855120643,1.38,1.95,,,,,,,,,0,108,,,,,,,,
17955,38503,1714855120645,1.38,1.95,,0.21,0.28,1.06,-29.0,-7.0,4.0,0.35,0,108,0.0,,,,,,,
