,"Interval|""ms""|0|0|1","Utc|""ms""|0|0|1","Analog4|""Volts""|0.0|5.0|500","Analog5|""Volts""|0.0|5.0|500","Battery|""Volts""|0.0|20.0|1","AccelX|""G""|-3.0|3.0|200","AccelY|""G""|-3.0|3.0|200","AccelZ|""G""|-3.0|3.0|200","Yaw|""Deg/Sec""|-120|120|200","Pitch|""Deg/Sec""|-120|120|200","Roll|""Deg/Sec""|-120|120|200","Gsum|""G""|0.0|3.0|200","RPM|""rpm""|0|8000|500","RPM2|""rpm""|0|8000|500","GPIO1|""""|0.0|1.0|50","Latitude|Degrees|-180.0|180.0|25","Longitude|Degrees|-180.0|180.0|25","Speed|mph|0.0|150.0|25","Altitude|""ft""|0.0|4000.0|25","GPSSats|""""|0|20|25","GPSQual|""""|0|5|25","GPSDOP|""""|0.0|20.0|25"
23160,48913,1714855131054,1.36,1.9,,-0.02,0.09,0.84,-16.0,-2.0,1.0,0.1,0,128,,,,,,,,
23161,48915,1714855131056,1.37,1.9,,,,,,,,,0,128,,,,,,,,
23162,48917,1714855131058,1.36,1.9,,,,,,,,,0,128,,,,,,,,
23163,48919,1714855131060,1.33,1.86,,,,,,,,,0,128,,,,,,,,
23164,48921,1714855131062,1.32,1.85,,,,,,,,,0,128,,,,,,,,
23165,48923,1714855131064,1.35,1.88,,0.09,0.09,0.97,-17.0,0.0,1.0,0.13,0,128,0.0,39.67432,-77.417809,1.88,1148.8,9.0,3.0,1.6
23166,48925,1714855131066,1.36,1.9,,,,,,,,,0,128,,,,,,,,
23167,48927,1714855131068,1.36,1.9,,,,,,,,,0,128,,,,,,,,
23168,48929,1714855131070,1.37,1.9,,,,,,,,,0,116,,,,,,,,
23169,48931,1714855131072,1.36,1.89,,,,,,,,,0,116,,,,,,,,
23170,48933,1714855131074,1.34,1.87,,-0.13,0.02,1.01,-17.0,4.0,2.0,0.13,0,116,,,,,,,,
23171,48935,1714855131076,1.32,1.85,,,,,,,,,0,116,,,,,,,,
23172,48937,1714855131078,1.31,1.85,,,,,,,,,0,116,,,,,,,,
23173,48939,1714855131080,1.33,1.87,,,,,,,,,0,116,,,,,,,,
23174,48941,1714855131082,1.35,1.89,,,,,,,,,0,116,,,,,,,,
23175,48943,1714855131084,1.36,1.9,,0.04,0.07,1.04,-18.0,-5.0,1.0,0.08,0,116,0.0,,,,,,,
23176,48945,1714855131086,1.36,1.9,,,,,,,,,0,116,,,,,,,,
23177,48947,1714855131088,1.37,1.9,,,,,,,,,0,116,,,,,,,,
23178,48949,1714855131090,1.36,1.89,,,,,,,,,0,116,,,,,,,,
23179,48951,1714855131092,1.33,1.86,,,,,,,,,0,116,,,,,,,,
23180,48953,1714855131094,1.31,1.85,,0.0,0.08,0.93,-19.0,5.0,1.0,0.08,0,116,,,,,,,,
23181,48955,1714855131096,1.34,1.88,,,,,,,,,0,116,,,,,,,,
23182,48957,1714855131098,1.36,1.9,,,,,,,,,0,116,,,,,,,,
23183,48959,1714855131100,1.36,1.9,,,,,,,,,0,116,,,,,,,,
23184,48961,1714855131102,1.37,1.9,,,,,,,,,0,136,,,,,,,,
23185,48963,1714855131104,1.36,1.9,,-0.12,0.07,1.18,-19.0,1.0,0.0,0.14,0,136,0.0,39.67432,-77.417809,1.85,1148.9,9.0,3.0,1.6
23186,48965,1714855131106,1.33,1.89,,,,,,,,,0,136,,,,,,,,
23187,48967,1714855131108,1.32,1.87,,,,,,,,,0,136,,,,,,,,
23188,48969,1714855131110,1.32,1.86,,,,,,,,,0,136,,,,,,,,
23189,48971,1714855131112,1.32,1.85,,,,,,,,,0,136,,,,,,,,
23190,48973,1714855131114,1.33,1.86,,-0.05,0.08,0.9,-19.0,-1.0,0.0,0.09,0,136,,,,,,,,
23191,48975,1714855131116,1.34,1.87,,,,,,,,,0,136,,,,,,,,
23192,48977,1714855131118,1.35,1.89,,,,,,,,,0,136,,,,,,,,
23193,48979,1714855131120,1.36,1.9,,,,,,,,,0,136,,,,,,,,
23194,48981,1714855131122,1.37,1.89,,,,,,,,,0,136,,,,,,,,
23195,48983,1714855131124,1.33,1.86,,0.04,0.07,1.03,-20.0,4.0,0.0,0.08,0,136,0.0,,,,,,,
23196,48985,1714855131126,1.32,1.85,,,,,,,,,0,136,,,,,,,,
23197,48987,1714855131128,1.31,1.85,,,,,,,,,0,136,,,,,,,,
23198,48989,1714855131130,1.32,1.86,,,,,,,,,0,136,,,,,,,,
23199,48991,1714855131132,1.34,1.87,,,,,,,,,0,136,,,,,,,,
23200,48993,1714855131134,1.36,1.9,,-0.18,-0.06,0.85,-17.0,3.0,0.0,0.18,0,124,,,,,,,,
23201,48995,1714855131136,1.36,1.9,,,,,,,,,0,124,,,,,,,,
23202,48997,1714855131138,1.37,1.9,,,,,,,,,0,124,,,,,,,,
23203,48999,1714855131140,1.37,1.9,,,,,,,,,0,124,,,,,,,,
23204,49001,1714855131142,1.35,1.88,,,,,,,,,0,124,,,,,,,,
23205,49003,1714855131144,1.31,1.84,,-0.01,-0.08,1.12,-21.0,3.0,1.0,0.08,0,124,0.0,39.67432,-77.417809,1.51,1149.0,9.0,3.0,1.6
23206,49005,1714855131146,1.33,1.86,,,,,,,,,0,124,,,,,,,,
23207,49007,1714855131148,1.34,1.88,,,,,,,,,0,124,,,,,,,,
23208,49009,1714855131150,1.35,1.89,,,,,,,,,0,124,,,,,,,,
23209,49011,1714855131152,1.36,1.9,,,,,,,,,0,124,,,,,,,,
23210,49013,1714855131154,1.36,1.9,,0.02,-0.01,0.79,-19.0,2.0,0.0,0.02,0,124,,,,,,,,
23211,49015,1714855131156,1.37,1.9,,,,,,,,,0,124,,,,,,,,
23212,49017,1714855131158,1.36,1.9,,,,,,,,,0,124,,,,,,,,
23213,49019,1714855131160,1.34,1.87,,,,,,,,,0,124,,,,,,,,
23214,49021,1714855131162,1.33,1.86,,,,,,,,,0,124,,,,,,,,
23215,49023,1714855131164,1.32,1.85,,-0.17,-0.02,1.11,-19.0,11.0,2.0,0.17,0,124,0.0,,,,,,,
23216,49025,1714855131166,1.34,1.88,,,,,,,,,0,124,,,,,,,,
23217,49027,1714855131168,1.36,1.9,,,,,,,,,0,124,,,,,,,,
23218,49029,1714855131170,1.37,1.9,,,,,,,,,0,124,,,,,,,,
23219,49031,1714855131172,1.36,1.9,,,,,,,,,0,124,,,,,,,,
23220,49033,1714855131174,1.34,1.89,,-0.23,0.02,1.02,-18.0,0.0,0.0,0.23,0,124,,,,,,,,
23221,49035,1714855131176,1.31,1.86,,,,,,,,,0,124,,,,,,,,
23222,49037,1714855131178,1.35,1.86,,,,,,,,,0,124,,,,,,,,
23223,49039,1714855131180,1.36,1.9,,,,,,,,,0,124,,,,,,,,
23224,49041,1714855131182,1.36,1.89,,,,,,,,,0,124,,,,,,,,
23225,49043,1714855131184,1.36,1.9,13.14,-0.08,-0.06,0.83,-19.0,8.0,2.0,0.1,0,124,0.0,39.67432,-77.417809,1.73,1149.0,9.0,3.0,1.6
23226,49045,1714855131186,1.36,1.89,,,,,,,,,0,124,,,,,,,,
23227,49047,1714855131188,1.34,1.86,,,,,,,,,0,124,,,,,,,,
23228,49049,1714855131191,1.31,1.84,,,,,,,,,0,124,,,,,,,,
23229,49051,1714855131193,1.33,1.86,,,,,,,,,0,124,,,,,,,,
23230,49053,1714855131195,1.36,1.89,,0.02,-0.06,0.9,-16.0,3.0,1.0,0.06,0,124,,,,,,,,
23231,49055,1714855131197,1.36,1.9,,,,,,,,,0,124,,,,,,,,
23232,49057,1714855131199,1.36,1.89,,,,,,,,,0,128,,,,,,,,
23233,49059,1714855131201,1.35,1.88,,,,,,,,,0,128,,,,,,,,
23234,49061,1714855131203,1.33,1.85,,,,,,,,,0,128,,,,,,,,
23235,49063,1714855131205,1.31,1.84,,-0.24,-0.12,1.09,-18.0,10.0,2.0,0.27,0,128,0.0,,,,,,,
23236,49065,1714855131207,1.33,1.86,,,,,,,,,0,128,,,,,,,,
23237,49067,1714855131209,1.36,1.89,,,,,,,,,0,128,,,,,,,,
23238,49069,1714855131211,1.36,1.89,,,,,,,,,0,128,,,,,,,,
23239,49071,1714855131213,1.36,1.89,,,,,,,,,0,128,,,,,,,,
23240,49073,1714855131215,1.35,1.88,,-0.06,0.04,0.89,-18.0,1.0,1.0,0.07,0,128,,,,,,,,
23241,49075,1714855131217,1.32,1.84,,,,,,,,,0,128,,,,,,,,
23242,49077,1714855131219,1.36,1.89,,,,,,,,,0,128,,,,,,,,
23243,49079,1714855131221,1.37,1.89,,,,,,,,,0,128,,,,,,,,
23244,49081,1714855131223,1.36,1.89,,,,,,,,,0,128,,,,,,,,
23245,49083,1714855131225,1.34,1.87,,-0.14,-0.03,0.97,-17.0,12.0,2.0,0.14,0,128,0.0,39.67432,-77.417809,1.43,1149.0,9.0,3.0,1.6
23246,49085,1714855131227,1.32,1.85,,,,,,,,,0,128,,,,,,,,
23247,49087,1714855131229,1.31,1.84,,,,,,,,,0,120,,,,,,,,
23248,49089,1714855131231,1.35,1.87,,,,,,,,,0,120,,,,,,,,
23249,49091,1714855131232,1.36,1.88,,,,,,,,,0,120,,,,,,,,
23250,49093,1714855131234,1.36,1.88,,-0.27,0.07,1.12,-17.0,5.0,0.0,0.28,0,120,,,,,,,,
23251,49095,1714855131236,1.36,1.89,,,,,,,,,0,120,,,,,,,,
23252,49097,1714855131238,1.36,1.88,,,,,,,,,0,120,,,,,,,,
23253,49099,1714855131240,1.35,1.87,,,,,,,,,0,120,,,,,,,,
23254,49101,1714855131242,1.33,1.87,,,,,,,,,0,120,,,,,,,,
23255,49103,1714855131244,1.31,1.84,,-0.22,-0.07,0.84,-16.0,5.0,-1.0,0.23,0,120,0.0,,,,,,,
23256,49105,1714855131246,1.35,1.86,,,,,,,,,0,120,,,,,,,,
23257,49107,1714855131248,1.36,1.88,,,,,,,,,0,120,,,,,,,,
23258,49109,1714855131250,1.36,1.88,,,,,,,,,0,120,,,,,,,,
23259,49111,1714855131252,1.36,1.89,,,,,,,,,0,120,,,,,,,,
23260,49113,1714855131254,1.36,1.88,,0.02,-0.07,0.91,-17.0,4.0,0.0,0.07,0,120,,,,,,,,
23261,49115,1714855131256,1.33,1.84,,,,,,,,,0,120,,,,,,,,
23262,49117,1714855131258,1.31,1.84,,,,,,,,,0,120,,,,,,,,
23263,49119,1714855131260,1.34,1.87,,,,,,,,,0,128,,,,,,,,
23264,49121,1714855131262,1.36,1.88,,,,,,,,,0,128,,,,,,,,
23265,49123,1714855131264,1.36,1.88,,-0.22,0.04,0.94,-16.0,10.0,1.0,0.22,0,128,0.0,39.67432,-77.417809,1.34,1149.1,9.0,3.0,1.6
23266,49125,1714855131266,1.35,1.87,,,,,,,,,0,128,,,,,,,,
23267,49127,1714855131268,1.34,1.86,,,,,,,,,0,128,,,,,,,,
23268,49129,1714855131270,1.32,1.83,,,,,,,,,0,128,,,,,,,,
23269,49131,1714855131272,1.31,1.83,,,,,,,,,0,128,,,,,,,,
23270,49133,1714855131274,1.32,1.85,,-0.17,-0.0,1.01,-16.0,-2.0,-1.0,0.17,0,128,,,,,,,,
23271,49135,1714855131276,1.34,1.87,,,,,,,,,0,128,,,,,,,,
23272,49137,1714855131278,1.35,1.88,,,,,,,,,0,128,,,,,,,,
23273,49139,1714855131280,1.36,1.88,,,,,,,,,0,128,,,,,,,,
23274,49141,1714855131282,1.36,1.88,,,,,,,,,0,128,,,,,,,,
23275,49143,1714855131284,1.36,1.88,,-0.1,0.01,0.78,-17.0,5.0,1.0,0.1,0,128,0.0,,,,,,,
23276,49145,1714855131286,1.35,1.87,,,,,,,,,0,128,,,,,,,,
23277,49147,1714855131288,1.33,1.84,,,,,,,,,0,128,,,,,,,,
23278,49149,1714855131290,1.31,1.83,,,,,,,,,0,128,,,,,,,,
23279,49151,1714855131292,1.34,1.86,,,,,,,,,0,124,,,,,,,,
23280,49153,1714855131294,1.36,1.88,,-0.09,0.03,1.02,-16.0,2.0,1.0,0.1,0,124,,,,,,,,
23281,49155,1714855131296,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23282,49157,1714855131298,1.35,1.87,,,,,,,,,0,124,,,,,,,,
23283,49159,1714855131300,1.32,1.83,,,,,,,,,0,124,,,,,,,,
23284,49161,1714855131302,1.31,1.83,,,,,,,,,0,124,,,,,,,,
23285,49163,1714855131304,1.33,1.85,,-0.08,-0.01,0.85,-15.0,-2.0,0.0,0.08,0,124,0.0,39.674316,-77.417809,1.43,1149.1,9.0,3.0,1.6
23286,49165,1714855131306,1.33,1.83,,,,,,,,,0,124,,,,,,,,
23287,49167,1714855131308,1.34,1.84,,,,,,,,,0,124,,,,,,,,
23288,49169,1714855131310,1.35,1.88,,,,,,,,,0,124,,,,,,,,
23289,49171,1714855131312,1.36,1.87,,,,,,,,,0,124,,,,,,,,
23290,49173,1714855131314,1.36,1.88,,-0.08,-0.03,1.07,-16.0,3.0,1.0,0.09,0,124,,,,,,,,
23291,49175,1714855131316,1.35,1.88,,,,,,,,,0,124,,,,,,,,
23292,49177,1714855131318,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23293,49179,1714855131320,1.31,1.84,,,,,,,,,0,124,,,,,,,,
23294,49181,1714855131322,1.33,1.84,,,,,,,,,0,124,,,,,,,,
23295,49183,1714855131324,1.33,1.84,,-0.15,-0.05,0.96,-15.0,-2.0,1.0,0.16,0,124,0.0,,,,,,,
23296,49185,1714855131326,1.33,1.84,,,,,,,,,0,124,,,,,,,,
23297,49187,1714855131328,1.32,1.84,,,,,,,,,0,124,,,,,,,,
23298,49189,1714855131330,1.32,1.84,,,,,,,,,0,124,,,,,,,,
23299,49191,1714855131332,1.32,1.83,,,,,,,,,0,124,,,,,,,,
23300,49193,1714855131334,1.31,1.83,,-0.02,-0.07,1.13,-16.0,-2.0,1.0,0.08,0,124,,,,,,,,
23301,49195,1714855131336,1.31,1.83,,,,,,,,,0,124,,,,,,,,
23302,49197,1714855131338,1.32,1.84,,,,,,,,,0,124,,,,,,,,
23303,49199,1714855131340,1.33,1.85,,,,,,,,,0,124,,,,,,,,
23304,49201,1714855131342,1.34,1.86,,,,,,,,,0,124,,,,,,,,
23305,49203,1714855131344,1.35,1.87,,-0.07,-0.01,0.97,-15.0,3.0,1.0,0.07,0,124,0.0,39.674316,-77.417809,1.2,1149.1,9.0,3.0,1.6
23306,49205,1714855131346,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23307,49207,1714855131348,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23308,49209,1714855131350,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23309,49211,1714855131352,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23310,49213,1714855131354,1.36,1.88,,-0.24,-0.01,1.12,-14.0,-1.0,1.0,0.24,0,124,,,,,,,,
23311,49215,1714855131356,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23312,49217,1714855131358,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23313,49219,1714855131360,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23314,49221,1714855131362,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23315,49223,1714855131364,1.36,1.88,,-0.07,-0.07,1.01,-13.0,-2.0,1.0,0.1,0,124,0.0,,,,,,,
23316,49225,1714855131366,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23317,49227,1714855131368,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23318,49229,1714855131370,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23319,49231,1714855131372,1.35,1.88,,,,,,,,,0,124,,,,,,,,
23320,49233,1714855131374,1.36,1.88,,0.02,-0.08,0.97,-14.0,3.0,3.0,0.08,0,124,,,,,,,,
23321,49235,1714855131376,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23322,49237,1714855131378,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23323,49239,1714855131380,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23324,49241,1714855131382,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23325,49243,1714855131384,1.36,1.88,,-0.13,0.02,1.0,-12.0,-2.0,2.0,0.13,0,124,0.0,39.674316,-77.417809,1.82,1149.1,9.0,3.0,1.6
23326,49245,1714855131386,1.35,1.87,,,,,,,,,0,124,,,,,,,,
23327,49247,1714855131388,1.35,1.87,,,,,,,,,0,124,,,,,,,,
23328,49249,1714855131390,1.33,1.87,,,,,,,,,0,124,,,,,,,,
23329,49251,1714855131392,1.35,1.87,,,,,,,,,0,124,,,,,,,,
23330,49253,1714855131394,1.35,1.87,,-0.19,0.02,1.21,-15.0,4.0,2.0,0.19,0,124,,,,,,,,
23331,49255,1714855131396,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23332,49257,1714855131398,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23333,49259,1714855131400,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23334,49261,1714855131402,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23335,49263,1714855131404,1.36,1.88,,0.04,0.05,0.87,-13.0,-7.0,1.0,0.07,0,124,0.0,,,,,,,
23336,49265,1714855131406,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23337,49267,1714855131408,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23338,49269,1714855131410,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23339,49271,1714855131412,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23340,49273,1714855131414,1.36,1.88,,-0.09,0.07,0.89,-13.0,11.0,3.0,0.12,0,124,,,,,,,,
23341,49275,1714855131416,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23342,49277,1714855131418,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23343,49279,1714855131420,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23344,49281,1714855131422,1.33,1.85,,,,,,,,,0,124,,,,,,,,
23345,49283,1714855131424,1.33,1.84,,-0.28,0.0,1.13,-13.0,-1.0,1.0,0.28,0,124,0.0,39.674316,-77.417809,1.39,1149.2,9.0,3.0,1.6
23346,49285,1714855131426,1.33,1.85,,,,,,,,,0,124,,,,,,,,
23347,49287,1714855131428,1.35,1.86,,,,,,,,,0,124,,,,,,,,
23348,49289,1714855131430,1.35,1.87,,,,,,,,,0,124,,,,,,,,
23349,49291,1714855131432,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23350,49293,1714855131434,1.36,1.87,,-0.05,-0.11,0.78,-14.0,-6.0,1.0,0.12,0,124,,,,,,,,
23351,49295,1714855131436,1.36,1.87,,,,,,,,,0,124,,,,,,,,
23352,49297,1714855131438,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23353,49299,1714855131440,1.35,1.87,,,,,,,,,0,124,,,,,,,,
23354,49301,1714855131442,1.35,1.88,,,,,,,,,0,124,,,,,,,,
23355,49303,1714855131444,1.35,1.88,,0.05,0.04,0.91,-14.0,10.0,4.0,0.06,0,124,0.0,,,,,,,
23356,49305,1714855131446,1.35,1.88,,,,,,,,,0,124,,,,,,,,
23357,49307,1714855131448,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23358,49309,1714855131450,1.34,1.87,,,,,,,,,0,124,,,,,,,,
23359,49311,1714855131452,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23360,49313,1714855131454,1.35,1.87,,-0.3,0.02,1.15,-13.0,1.0,4.0,0.3,0,124,,,,,,,,
23361,49315,1714855131456,1.34,1.86,,,,,,,,,0,124,,,,,,,,
23362,49317,1714855131458,1.33,1.85,,,,,,,,,0,124,,,,,,,,
23363,49319,1714855131460,1.32,1.84,,,,,,,,,0,124,,,,,,,,
23364,49321,1714855131462,1.31,1.83,,,,,,,,,0,124,,,,,,,,
23365,49323,1714855131464,1.31,1.83,,-0.04,0.05,0.96,-14.0,-5.0,3.0,0.06,0,124,0.0,39.674316,-77.417809,1.54,1149.2,9.0,3.0,1.6
23366,49325,1714855131466,1.32,1.84,,,,,,,,,0,124,,,,,,,,
23367,49327,1714855131468,1.32,1.84,,,,,,,,,0,124,,,,,,,,
23368,49329,1714855131470,1.31,1.83,,,,,,,,,0,124,,,,,,,,
23369,49331,1714855131472,1.31,1.83,,,,,,,,,0,124,,,,,,,,
23370,49333,1714855131474,1.31,1.83,,0.01,-0.01,0.88,-14.0,7.0,3.0,0.01,0,124,,,,,,,,
23371,49335,1714855131476,1.32,1.84,,,,,,,,,0,124,,,,,,,,
23372,49337,1714855131478,1.33,1.85,,,,,,,,,0,124,,,,,,,,
23373,49339,1714855131480,1.34,1.86,,,,,,,,,0,124,,,,,,,,
23374,49341,1714855131482,1.34,1.86,,,,,,,,,0,124,,,,,,,,
23375,49343,1714855131484,1.34,1.86,,-0.15,-0.07,1.09,-13.0,2.0,3.0,0.17,0,124,0.0,,,,,,,
23376,49345,1714855131486,1.35,1.87,,,,,,,,,0,124,,,,,,,,
23377,49347,1714855131488,1.35,1.88,,,,,,,,,0,124,,,,,,,,
23378,49349,1714855131490,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23379,49351,1714855131492,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23380,49353,1714855131494,1.36,1.88,,-0.1,-0.07,0.92,-13.0,-2.0,1.0,0.12,0,124,,,,,,,,
23381,49355,1714855131496,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23382,49357,1714855131498,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23383,49359,1714855131500,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23384,49361,1714855131502,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23385,49363,1714855131504,1.36,1.88,,0.0,0.01,1.03,-14.0,8.0,3.0,0.01,0,124,0.0,39.674316,-77.417809,1.04,1149.2,9.0,3.0,1.6
23386,49365,1714855131506,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23387,49367,1714855131508,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23388,49369,1714855131511,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23389,49371,1714855131513,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23390,49373,1714855131515,1.36,1.88,,-0.2,-0.0,1.0,-10.0,-1.0,1.0,0.2,0,124,,,,,,,,
23391,49375,1714855131517,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23392,49377,1714855131519,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23393,49379,1714855131521,1.36,1.88,,,,,,,,,0,124,,,,,,,,
23394,49381,1714855131523,1.35,1.87,,,,,,,,,0,124,,,,,,,,
23395,49383,1714855131525,1.34,1.86,,-0.12,-0.05,1.08,-14.0,1.0,1.0,0.13,0,124,0.0,,,,,,,
23396,49385,1714855131527,1.34,1.86,,,,,,,,,0,124,,,,,,,,
23397,49387,1714855131529,1.32,1.83,,,,,,,,,0,124,,,,,,,,
23398,49389,1714855131531,1.32,1.83,,,,,,,,,0,124,,,,,,,,
23399,49391,1714855131533,1.31,1.83,,,,,,,,,0,124,,,,,,,,
23400,49393,1714855131535,1.31,1.82,,0.01,-0.04,0.87,-12.0,3.0,1.0,0.04,0,124,,,,,,,,
23401,49395,1714855131537,1.31,1.82,,,,,,,,,0,124,,,,,,,,
23402,49397,1714855131539,1.31,1.83,,,,,,,,,0,124,,,,,,,,
23403,49399,1714855131541,1.32,1.84,,,,,,,,,0,124,,,,,,,,
23404,49401,1714855131543,1.32,1.84,,,,,,,,,0,124,,,,,,,,
23405,49403,1714855131545,1.33,1.85,,-0.12,-0.04,1.02,-11.0,4.0,1.0,0.12,0,124,0.0,39.674316,-77.417809,1.16,1149.2,9.0,3.0,1.6
23406,49405,1714855131547,1.34,1.86,,,,,,,,,0,124,,,,,,,,
23407,49407,1714855131549,1.34,1.86,,,,,,,,,0,124,,,,,,,,
23408,49409,1714855131551,1.34,1.86,,,,,,,,,0,124,,,,,,,,
23409,49411,1714855131551,1.34,1.86,,,,,,,,,0,124,,,,,,,,
23410,49413,1714855131553,1.35,1.86,,-0.14,-0.02,1.04,-10.0,-1.0,0.0,0.14,0,124,,,,,,,,
23411,49415,1714855131555,1.35,1.87,,,,,,,,,0,124,,,,,,,,
23412,49417,1714855131557,1.35,1.87,,,,,,,,,0,124,,,,,,,,
23413,49419,1714855131559,1.35,1.87,,,,,,,,,0,124,,,,,,,,
23414,49421,1714855131561,1.35,1.87,,,,,,,,,0,124,,,,,,,,
23415,49423,1714855131563,1.35,1.87,,-0.02,-0.09,0.93,-12.0,4.0,1.0,0.09,0,124,0.0,,,,,,,
23416,49425,1714855131565,1.35,1.87,,,,,,,,,0,124,,,,,,,,
23417,49427,1714855131567,1.35,1.87,,,,,,,,,0,124,,,,,,,,
23418,49429,1714855131569,1.35,1.87,,,,,,,,,0,124,,,,,,,,
23419,49431,1714855131571,1.36,1.87,,,,,,,,,0,124,,,,,,,,
23420,49433,1714855131573,1.35,1.87,,-0.01,-0.01,0.94,-9.0,-2.0,0.0,0.02,0,124,,,,,,,,
23421,49435,1714855131575,1.36,1.86,,,,,,,,,0,128,,,,,,,,
23422,49437,1714855131577,1.36,1.86,,,,,,,,,0,128,,,,,,,,
23423,49439,1714855131579,1.36,1.88,,,,,,,,,0,128,,,,,,,,
23424,49441,1714855131581,1.36,1.88,,,,,,,,,0,128,,,,,,,,
23425,49443,1714855131583,1.36,1.87,,-0.11,-0.03,1.15,-10.0,3.0,1.0,0.12,0,128,0.0,39.674316,-77.417809,1.1,1149.2,9.0,3.0,1.6
23426,49445,1714855131585,1.36,1.88,,,,,,,,,0,128,,,,,,,,
23427,49447,1714855131587,1.36,1.87,,,,,,,,,0,128,,,,,,,,
23428,49449,1714855131589,1.36,1.88,,,,,,,,,0,128,,,,,,,,
23429,49451,1714855131591,1.36,1.88,,,,,,,,,0,128,,,,,,,,
23430,49453,1714855131593,1.36,1.88,,-0.06,-0.03,0.93,-10.0,-1.0,0.0,0.07,0,128,,,,,,,,
23431,49455,1714855131595,1.36,1.88,,,,,,,,,0,128,,,,,,,,
23432,49457,1714855131597,1.36,1.87,,,,,,,,,0,128,,,,,,,,
23433,49459,1714855131599,1.36,1.87,,,,,,,,,0,128,,,,,,,,
23434,49461,1714855131601,1.35,1.87,,,,,,,,,0,128,,,,,,,,
23435,49463,1714855131603,1.35,1.87,,-0.1,0.01,0.96,-10.0,2.0,1.0,0.1,0,128,0.0,,,,,,,
23436,49465,1714855131605,1.35,1.86,,,,,,,,,0,128,,,,,,,,
23437,49467,1714855131607,1.34,1.85,,,,,,,,,0,128,,,,,,,,
23438,49469,1714855131609,1.33,1.84,,,,,,,,,0,128,,,,,,,,
23439,49471,1714855131611,1.31,1.82,,,,,,,,,0,128,,,,,,,,
23440,49473,1714855131613,1.31,1.83,,-0.18,0.01,1.09,-10.0,1.0,1.0,0.18,0,128,,,,,,,,
23441,49475,1714855131615,1.33,1.84,,,,,,,,,0,128,,,,,,,,
23442,49477,1714855131617,1.34,1.86,,,,,,,,,0,128,,,,,,,,
23443,49479,1714855131619,1.35,1.86,,,,,,,,,0,128,,,,,,,,
23444,49481,1714855131621,1.35,1.87,,,,,,,,,0,128,,,,,,,,
23445,49483,1714855131623,1.36,1.87,,-0.15,-0.01,0.84,-11.0,-1.0,2.0,0.15,0,128,0.0,39.674316,-77.417809,1.15,1149.2,9.0,3.0,1.6
23446,49485,1714855131625,1.37,1.89,,,,,,,,,0,128,,,,,,,,
23447,49487,1714855131627,1.34,1.86,,,,,,,,,0,128,,,,,,,,
23448,49489,1714855131629,1.36,1.88,,,,,,,,,0,128,,,,,,,,
23449,49491,1714855131631,1.36,1.87,,,,,,,,,0,128,,,,,,,,
23450,49493,1714855131633,1.32,1.83,,-0.04,0.06,0.93,-11.0,0.0,1.0,0.07,0,128,,,,,,,,
23451,49495,1714855131635,1.33,1.84,,,,,,,,,0,128,,,,,,,,
