,Interval|ms|0|0|1,Utc|ms|0|0|1,Analog1|Volts|0.0|5.0|200,Analog2|Volts|0.0|5.0|200,Analog3|Volts|0.0|5.0|200,Analog4|Volts|0.0|5.0|200,Analog5|Volts|0.0|5.0|200,Analog6|Volts|0.0|5.0|200,Analog7|Volts|0.0|5.0|200,Analog8|Volts|0.0|5.0|200,Battery|Volts|0.0|20.0|1,AccelX|G|-3.0|3.0|200,AccelY|G|-3.0|3.0|200,AccelZ|G|-3.0|3.0|200,Yaw|Deg/Sec|-120|120|200,Pitch|Deg/Sec|-120|120|200,Roll|Deg/Sec|-120|120|200,Gsum|G|0.0|3.0|200,RPM|rpm|0|8000|500,RPM2|rpm|0|8000|500,Latitude|Degrees|-180.0|180.0|25,Longitude|Degrees|-180.0|180.0|25,Speed|mph|0.0|150.0|25,Altitude|ft|0.0|4000.0|25,GPSSats||0|20|25,GPSQual||0|5|25,GPSDOP||0.0|20.0|25,Euler Roll,Euler Pitch,Euler Yaw
0,189,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
1,191,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
2,193,0,3.73,3.85,4.05,3.99,4.93,0.45,0.55,3.54,,-0.03,0.03,0.91,0.0,0.0,0.0,0.04,1680,0,,,,,,,,0.18808501958847046,0.18808400630950928,0.0
3,195,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
4,197,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
5,199,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
6,201,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
7,203,0,3.7,3.81,4.06,3.96,4.92,0.46,0.55,3.59,,0.0,0.04,1.05,0.0,0.0,0.0,0.04,1680,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38613876700401306,0.1694050431251526,-5.2110434023422414e-11
8,205,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
9,207,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
10,209,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
11,211,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
12,213,0,3.72,3.82,4.03,3.98,4.92,0.4,0.53,3.61,,-0.03,0.01,0.95,0.0,0.0,0.0,0.03,1680,0,,,,,,,,0.4076175093650818,0.3317490518093109,-1.0422215868111095e-10
13,215,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
14,217,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
15,219,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
16,221,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
17,223,0,3.74,3.8,4.05,3.9,4.93,0.41,0.5,3.53,,-0.05,0.01,1.0,0.0,-1.0,0.0,0.05,1620,0,,,,,,,,0.4239199757575989,0.5715140104293823,0.0
18,225,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
19,227,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
20,229,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
21,231,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
22,233,0,3.7,3.8,4.0,3.94,4.88,0.46,0.51,3.56,,-0.02,0.01,0.99,0.0,2.0,0.0,0.02,1620,0,,,,,,,,0.43915483355522156,0.649161159992218,0.0
23,235,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
24,237,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
25,239,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
26,241,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
27,243,0,3.73,3.84,4.04,3.99,4.94,0.45,0.5,3.6,,0.0,0.02,1.01,0.0,-1.0,-1.0,0.02,1620,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5072545409202576,0.5755670070648193,6.253539908129824e-10
28,245,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
29,247,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
30,249,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
31,251,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
32,253,0,3.71,3.81,4.02,3.97,4.92,0.45,0.46,3.57,,-0.04,0.01,1.03,0.0,3.0,-1.0,0.04,1680,0,,,,,,,,0.5119284391403198,0.7668075561523438,-1.2507569424613507e-09
33,255,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
34,257,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
35,259,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
36,261,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
37,263,0,3.7,3.81,4.01,3.97,4.91,0.44,0.48,3.58,,-0.05,0.03,0.94,0.0,-2.0,0.0,0.05,1680,0,,,,,,,,0.6400213837623596,0.9686429500579834,0.0
38,265,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
39,267,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
40,269,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
41,271,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
42,273,0,3.72,3.83,4.01,3.96,4.92,0.45,0.4,3.58,,-0.01,0.03,1.04,0.0,0.0,0.0,0.04,1680,0,,,,,,,,0.738368034362793,0.928051233291626,0.0
43,275,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
44,277,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
45,279,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
46,281,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
47,283,0,3.68,3.81,4.01,3.95,4.89,0.41,0.33,3.56,,-0.04,0.02,0.97,0.0,-1.0,0.0,0.05,1680,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7812161445617676,1.0567851066589355,0.0
48,285,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
49,287,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
50,289,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
51,291,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
52,293,0,3.73,3.84,4.04,3.99,4.94,0.43,0.34,3.6,,-0.05,0.01,1.01,0.0,0.0,-1.0,0.05,1620,0,,,,,,,,0.7603875398635864,1.228420615196228,8.339549051328277e-10
53,295,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
54,297,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
55,299,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
56,301,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
57,303,0,3.72,3.82,4.02,3.97,4.91,0.47,0.35,3.59,,-0.03,0.01,0.98,0.0,1.0,0.0,0.03,1620,0,,,,,,,,0.7434862852096558,1.288914442062378,8.339742785246074e-10
58,305,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
59,307,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
60,309,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
61,311,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
62,313,0,3.72,3.83,4.03,3.98,4.93,0.43,0.36,3.59,,-0.0,0.02,1.05,0.0,-1.0,0.0,0.02,1620,0,,,,,,,,0.7768316268920898,1.15534245967865,0.0
63,315,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
64,317,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
65,319,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
66,321,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
67,323,0,3.72,3.83,4.03,3.98,4.92,0.45,0.37,3.59,,-0.02,0.01,1.02,0.0,3.0,0.0,0.03,1680,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7562806606292725,1.182273507118225,0.0
68,325,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
69,327,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
70,329,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
71,331,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
72,333,0,3.72,3.83,4.03,3.96,4.92,0.43,0.4,3.59,,-0.06,0.02,0.98,0.0,-3.0,0.0,0.06,1680,0,,,,,,,,0.7955338954925537,1.37324857711792,8.340028112563402e-10
73,335,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
74,337,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
75,339,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
76,341,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
77,343,0,3.69,3.79,4.01,3.95,4.89,0.46,0.37,3.57,,-0.02,0.03,1.0,0.0,1.0,0.0,0.04,1680,0,,,,,,,,0.8831474781036377,1.361618161201477,-8.339987589423004e-10
78,345,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
79,347,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
80,349,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
81,351,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
82,353,0,3.73,3.84,4.04,3.99,4.93,0.43,0.4,3.6,,-0.04,0.02,0.99,0.0,-2.0,0.0,0.04,1680,0,,,,,,,,0.9090691804885864,1.4316580295562744,-8.340235724269007e-10
83,355,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
84,357,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
85,359,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
86,361,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
87,363,0,3.71,3.82,4.02,3.97,4.91,0.41,0.39,3.57,,-0.05,0.01,1.0,0.0,0.0,0.0,0.05,1620,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8774000406265259,1.5665521621704102,-8.340749757529409e-10
88,365,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
89,367,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
90,369,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
91,371,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
92,373,0,3.72,3.83,4.03,3.97,4.91,0.46,0.41,3.59,,-0.04,0.0,0.95,0.0,0.0,0.0,0.04,1620,0,,,,,,,,0.7949813604354858,1.645931601524353,0.0
93,375,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
94,377,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
95,379,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
96,381,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
97,383,0,3.69,3.8,4.0,3.94,4.88,0.42,0.42,3.57,,-0.0,0.02,1.05,0.0,-2.0,0.0,0.02,1620,0,,,,,,,,0.8227300643920898,1.4717880487442017,0.0
98,385,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
99,387,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
100,389,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
101,391,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
102,393,0,3.71,3.82,4.02,3.97,4.93,0.43,0.39,3.57,,0.0,0.0,0.99,0.0,2.0,0.0,0.0,1680,0,,,,,,,,0.7459166049957275,1.354422926902771,0.0
103,395,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
104,397,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
105,399,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
106,401,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
107,403,0,3.73,3.84,4.04,3.99,4.94,0.43,0.41,3.6,,-0.06,0.02,1.0,0.0,-4.0,0.0,0.07,1680,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7830483317375183,1.507758617401123,0.0
108,405,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
109,407,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
110,409,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
111,411,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
112,413,0,3.74,3.83,4.04,3.99,4.94,0.43,0.41,3.6,,-0.02,0.02,0.96,0.0,1.0,1.0,0.03,1680,0,,,,,,,,0.8213725090026855,1.4884592294692993,-2.502134055504257e-09
113,415,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
114,417,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
115,419,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
116,421,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
117,423,0,3.73,3.84,4.04,3.99,4.94,0.43,0.4,3.61,,-0.03,0.03,1.0,0.0,-1.0,0.0,0.04,1680,0,,,,,,,,0.9042378067970276,1.499646544456482,-8.340489410230134e-10
118,425,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
119,427,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
120,429,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
121,431,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
122,433,0,3.73,3.84,4.05,3.99,4.94,0.41,0.42,3.6,,-0.05,0.02,0.99,0.0,1.0,0.0,0.05,1620,0,,,,,,,,0.9275277853012085,1.6377251148223877,8.341040080850348e-10
123,435,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
124,437,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
125,439,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
126,441,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
127,443,0,3.73,3.84,4.04,3.99,4.93,0.44,0.44,3.6,,-0.05,-0.01,0.94,0.0,0.0,0.0,0.05,1620,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7866285443305969,1.766865611076355,8.341598523031735e-10
128,445,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
129,447,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
130,449,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
131,451,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
132,453,0,3.73,3.83,4.04,3.99,4.92,0.43,0.47,3.6,,-0.01,0.01,1.06,0.0,-1.0,0.0,0.02,1620,0,,,,,,,,0.7641087174415588,1.644723892211914,8.341068946648988e-10
133,455,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
134,457,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
135,459,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
136,461,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
137,463,0,3.72,3.83,4.03,3.98,4.92,0.43,0.4,3.59,,-0.0,0.01,1.01,0.0,2.0,1.0,0.01,1620,0,,,,,,,,0.7464466094970703,1.5147225856781006,0.0
138,465,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
139,467,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
140,469,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
141,471,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
142,473,0,3.73,3.84,4.04,3.99,4.94,0.43,0.4,3.6,,-0.07,0.02,1.02,0.0,-3.0,0.0,0.07,1680,0,,,,,,,,0.7805950045585632,1.703571081161499,0.0
143,475,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
144,477,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
145,479,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
146,481,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
147,483,0,3.74,3.84,4.04,3.99,4.94,0.42,0.44,3.61,,-0.03,0.02,0.96,0.0,1.0,1.0,0.04,1680,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8182632327079773,1.72121262550354,-8.341395907329741e-10
148,485,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
149,487,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
150,489,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
151,491,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
152,493,0,3.71,3.82,4.03,3.97,4.93,0.41,0.41,3.6,,-0.03,0.03,1.03,0.0,-1.0,0.0,0.04,1680,0,,,,,,,,0.894920289516449,1.7063974142074585,0.0
153,495,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
154,497,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
155,499,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
156,501,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
157,503,0,3.73,3.84,4.04,3.99,4.93,0.41,0.43,3.6,,-0.04,0.02,1.0,0.0,2.0,0.0,0.04,1620,0,,,,,,,,0.9174649119377136,1.7788554430007935,0.0
158,505,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
159,507,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
160,509,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
161,511,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
162,513,0,3.73,3.84,4.04,3.99,4.93,0.43,0.43,3.6,,-0.05,0.0,0.94,0.0,-1.0,1.0,0.05,1620,0,,,,,,,,0.8356955647468567,1.8820760250091553,8.342132540306579e-10
163,515,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
164,517,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
165,519,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
166,521,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
167,523,0,3.71,3.82,4.03,3.97,4.93,0.4,0.42,3.58,,-0.01,0.02,1.06,0.0,-1.0,0.0,0.02,1620,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8575828075408936,1.7523688077926636,8.341534130096306e-10
168,525,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
169,527,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
170,529,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
171,531,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
172,533,0,3.7,3.81,4.01,3.93,4.89,0.4,0.38,3.57,,0.01,0.01,0.96,0.0,0.0,1.0,0.01,1620,0,,,,,,,,0.834676206111908,1.543402910232544,8.340658164129877e-10
173,535,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
174,537,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
175,539,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
176,541,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
177,543,0,3.68,3.79,3.98,3.92,4.87,0.38,0.33,3.56,,-0.07,0.02,1.03,0.0,-1.0,0.0,0.08,1680,0,,,,,,,,0.8592329621315002,1.7410060167312622,0.0
178,545,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
179,547,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
180,549,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
181,551,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
182,553,0,3.68,3.79,3.98,3.92,4.87,0.4,0.38,3.55,,-0.03,0.02,0.91,0.0,1.0,1.0,0.04,1680,0,,,,,,,,0.8948376178741455,1.7638088464736938,-2.5024755601066317e-09
183,555,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
184,557,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
185,559,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
186,561,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
187,563,0,3.68,3.78,3.98,3.92,4.87,0.39,0.36,3.55,,-0.01,0.03,1.06,0.0,-1.0,0.0,0.03,1680,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9587455987930298,1.646201252937317,-8.341074497764112e-10
188,565,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
189,567,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
190,569,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
191,571,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
192,573,0,3.68,3.79,3.99,3.93,4.89,0.38,0.36,3.55,,-0.03,0.01,0.97,0.0,2.0,0.0,0.03,1620,0,,,,,,,,0.9264941811561584,1.6771726608276367,8.34120605919253e-10
193,575,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
194,577,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
195,579,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
196,581,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
197,583,0,3.68,3.79,3.99,3.93,4.87,0.38,0.36,3.55,,-0.05,0.0,0.96,0.0,-1.0,0.0,0.05,1620,0,,,,,,,,0.8456496596336365,1.781089425086975,0.0
198,585,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
199,587,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
200,589,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
201,591,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
202,593,0,3.68,3.79,3.99,3.94,4.88,0.38,0.35,3.55,,-0.01,0.01,1.05,0.0,1.0,0.0,0.02,1620,0,,,,,,,,0.8195397257804871,1.6835930347442627,0.0
203,595,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
204,597,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
205,599,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
206,601,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
207,603,0,3.73,3.84,4.05,3.99,4.94,0.39,0.36,3.6,,0.02,0.01,0.96,0.0,0.0,0.0,0.02,1620,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002272844314575,1.4342620372772217,8.340245716276229e-10
208,605,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
209,607,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
210,609,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
211,611,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
212,613,0,3.72,3.82,4.02,3.97,4.92,0.37,0.33,3.59,,-0.06,0.01,1.04,0.0,1.0,0.0,0.06,1680,0,,,,,,,,0.778721034526825,1.6055502891540527,0.0
213,615,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
214,617,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
215,619,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
216,621,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
217,623,0,3.71,3.82,4.02,3.97,4.92,0.4,0.38,3.59,,-0.03,0.02,0.89,0.0,0.0,0.0,0.03,1680,0,,,,,,,,0.822487473487854,1.6334879398345947,-8.341022317281954e-10
218,625,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
219,627,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
220,629,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
221,631,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
222,633,0,3.69,3.8,4.0,3.95,4.91,0.38,0.36,3.58,,0.0,0.03,1.06,0.0,0.0,0.0,0.03,1680,0,,,,,,,,0.8909932971000671,1.4934481382369995,0.0
223,635,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
224,637,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
225,639,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
226,641,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
227,643,0,3.69,3.8,4.0,3.95,4.91,0.35,0.34,3.56,,-0.02,0.01,0.95,0.0,1.0,0.0,0.03,1620,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8663983941078186,1.4788893461227417,8.340410584395386e-10
228,645,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
229,647,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
230,649,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
231,651,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
232,653,0,3.69,3.8,4.0,3.95,4.9,0.33,0.31,3.56,,-0.04,0.0,0.98,0.0,-1.0,0.0,0.04,1620,0,,,,,,,,0.792686939239502,1.541966199874878,8.340653168126266e-10
233,655,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
234,657,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
235,659,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
236,661,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
237,663,0,3.69,3.8,4.0,3.94,4.88,0.36,0.34,3.56,,-0.02,0.01,1.02,0.0,1.0,0.0,0.02,1620,0,,,,,,,,0.7731005549430847,1.5164594650268555,0.0
238,665,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
239,667,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
240,669,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
241,671,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
242,673,0,3.68,3.79,4.0,3.94,4.88,0.35,0.31,3.55,,0.01,0.02,0.98,0.0,-1.0,-1.0,0.02,1620,0,,,,,,,,0.8063141703605652,1.3291441202163696,-8.339877122232053e-10
243,675,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
244,677,0,,,,,,,,,,,,,,,,,1620,0,,,,,,,,,,
245,679,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
246,681,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
247,683,0,3.7,3.82,4.02,3.97,4.91,0.36,0.31,3.58,,-0.06,0.01,1.04,0.0,2.0,-1.0,0.06,1680,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7846043109893799,1.5152736902236938,1.6681099834769952e-09
248,685,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
249,687,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
250,689,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
251,691,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
252,693,0,3.73,3.84,4.04,3.99,4.93,0.35,0.36,3.59,,-0.04,0.03,0.9,0.0,-1.0,0.0,0.05,1680,0,,,,,,,,0.8788313865661621,1.5915005207061768,0.0
253,695,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
254,697,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
255,699,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
256,701,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
257,703,0,3.68,3.78,3.98,3.92,4.88,0.32,0.36,3.56,,-0.0,0.04,1.06,0.0,0.0,0.0,0.04,1680,0,,,,,,,,0.9859673380851746,1.4586046934127808,-8.340335089229711e-10
258,705,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
259,707,0,,,,,,,,,,,,,,,,,1680,0,,,,,,,,,,
