"Interval|""ms""|0|0|1","Utc|""ms""|0|0|1","Analog1|""""|0|5|100","Analog2|""""|0|5|50","Battery|""Volts""|0.0|20.0|1","AccelX|""G""|-3.0|3.0|50","AccelY|""G""|-3.0|3.0|50","AccelZ|""G""|-3.0|3.0|50","Yaw|""Deg/Sec""|-120|120|50","Pitch|""Deg/Sec""|-120|120|50","Roll|""Deg/Sec""|-120|120|50","Gsum|""G""|0.0|3.0|50","RPM1|""rpm""|0.0|1000000.0|1000","Latitude|""Degrees""|-180.0|180.0|25","Longitude|""Degrees""|-180.0|180.0|25","Speed|""mph""|0.0|150.0|25","Altitude|""ft""|0.0|4000.0|25"
2537803,1.70215E+12,0,0,,0.43,-0.65,1.06,59,7,-1,0.78,2,39.674404,-77.417526,10.4,1094.2
2537843,1.70215E+12,0,0,,0.15,-0.17,1.04,57,4,0,0.22,2,39.674404,-77.417526,10.87,1094.2
2537883,1.70215E+12,0,0,,0.24,-0.25,0.57,50,-11,5,0.34,2,39.674404,-77.417534,9.75,1094.2
2537923,1.70215E+12,0,0,,-0.15,-0.39,1.01,41,-18,-8,0.42,2,39.674404,-77.417534,10.71,1094.2
2537963,1.70215E+12,0,0,,-0.01,-0.83,1.3,49,-10,-21,0.83,2,39.674404,-77.417534,11,1094.2
2538003,1.70215E+12,0,0,,0.07,-0.99,0.59,57,-2,-1,0.99,2,39.674404,-77.417534,11.4,1094.3
2538043,1.70215E+12,0,0,12.7,-0.25,-0.75,0.28,65,0,23,0.79,2,39.674404,-77.417534,10.59,1094.3
2538083,1.70215E+12,0,0,,-0.36,0,0.7,64,-8,7,0.36,2,39.674404,-77.417534,10.67,1094.3
2538123,1.70215E+12,0,0,,-0.41,-0.55,0.99,63,-6,-20,0.69,2,39.674404,-77.417542,10.49,1094.3
2538163,1.70215E+12,0,0,,0.06,-0.6,0.73,65,-5,-9,0.6,2,39.674408,-77.417542,10.26,1094.2
2538203,1.70215E+12,0,0,,0.3,-0.5,1.1,72,-4,-7,0.59,2,39.674408,-77.417542,10.9,1094.2
2538243,1.70215E+12,0,0,,0.27,-0.76,0.94,77,-11,-3,0.81,2,39.674408,-77.417549,10.72,1094.2
2538283,1.70215E+12,0,0,,0.22,-0.94,0.74,82,-4,-2,0.97,2,39.674408,-77.417549,10.78,1094.2
2538323,1.70215E+12,0,0,,0.26,0.19,0.79,79,-2,-11,0.32,2,39.674408,-77.417549,10.85,1094.1
2538363,1.70215E+12,0,0,,0.73,-0.54,0.91,77,-3,-11,0.91,2,39.674412,-77.417557,11.08,1094.1
2538403,1.70215E+12,0,0,,0.57,-0.56,1.07,79,-3,1,0.8,2,39.674412,-77.417557,11.51,1094.2
2538443,1.70215E+12,0,0,,0.32,-0.21,1.38,75,-7,2,0.38,2,39.674412,-77.417557,11.13,1094.1
2538483,1.70215E+12,0,0,,0.21,-0.67,1.36,72,-4,-7,0.7,2,39.674412,-77.417564,11.15,1094
2538523,1.70215E+12,0,0,,0.12,-0.23,0.97,69,0,-9,0.26,2,39.674412,-77.417564,11.42,1093.9
2538563,1.70215E+12,0,0,,0.52,-0.45,0.97,65,-4,-10,0.68,2,39.674412,-77.417564,11.41,1093.8
2538603,1.70215E+12,0,0,,0.33,-0.43,0.8,66,-15,-15,0.55,2,39.674416,-77.417564,11.11,1093.7
2538643,1.70215E+12,0,0,,-0.45,-0.84,0.63,65,-14,2,0.95,2,39.674416,-77.417564,11.41,1093.6
2538683,1.70215E+12,0,0,,-0.61,-0.42,0.46,67,-15,11,0.74,2,39.674419,-77.417572,11.21,1093.5
2538723,1.70215E+12,0,0,,-0.13,-0.4,1.34,67,-16,-13,0.42,2,39.674419,-77.417572,11.67,1093.3
2538763,1.70215E+12,0,0,,-0.05,-0.99,1.26,71,-11,-26,0.99,2,39.674423,-77.417572,11.58,1093.2
2538803,1.70215E+12,0,0,,-0.19,-1.13,1.03,82,-8,-7,1.14,2,39.674423,-77.417572,11.72,1093.1
2538843,1.70215E+12,0,0,,-0.37,-0.84,1.3,87,3,1,0.92,2,39.674427,-77.417572,11.4,1093.1
2538883,1.70215E+12,0,0,,-0.11,-0.21,0.85,92,7,-3,0.24,2,39.674427,-77.417572,11.11,1093.1
2538923,1.70215E+12,0,0,,-0.7,0.13,0.98,75,5,-22,0.71,2,39.674431,-77.417572,10.6,1093.1
2538963,1.70215E+12,0,0,,-0.83,-0.28,0.92,69,-1,-20,0.88,2,39.674431,-77.417572,11.01,1093.1
2539003,1.70215E+12,0,0,,-0.39,-0.67,0.7,64,-8,-4,0.77,2,39.674431,-77.417572,11.14,1093
2539043,1.70215E+12,0,0,12.76,-0.35,-0.57,1.06,57,-10,1,0.67,2,39.674435,-77.417572,11.4,1093
2539083,1.70215E+12,0,0,,-0.59,-0.65,1.28,57,-17,-27,0.88,2,39.674435,-77.417572,12.19,1092.9
2539123,1.70215E+12,0,0,,-0.32,-1.38,1.01,60,-18,-19,1.42,2,39.674438,-77.417572,12.31,1092.8
2539163,1.70215E+12,0,0,,0.24,-1.04,0.78,71,-7,6,1.07,2,39.674438,-77.417572,12.43,1092.7
2539203,1.70215E+12,0,0,,-0.18,-0.55,0.87,76,-1,14,0.58,2,39.674442,-77.417572,12.66,1092.7
2539243,1.70215E+12,0,0,,-0.33,-0.92,1.07,80,11,2,0.98,2,39.674446,-77.417572,12.09,1092.7
2539283,1.70215E+12,0,0,,-0.23,-0.86,1.28,90,14,-30,0.89,1,39.674446,-77.417572,12.07,1092.6
2539323,1.70215E+12,0,0,,-0.79,-0.23,0.31,90,-5,-44,0.83,1,39.67445,-77.417572,11.37,1092.5
2539363,1.70215E+12,0,0,,-0.2,-0.77,0.64,84,-23,-22,0.79,1,39.67445,-77.417572,11.62,1092.5
2539403,1.70215E+12,0,0,,-0.17,-0.64,0.95,79,-26,-3,0.66,1,39.67445,-77.417572,12.25,1092.3
2539443,1.70215E+12,0,0,,-0.21,-0.64,0.94,77,-25,0,0.67,1,39.674454,-77.417572,12.51,1092.3
2539483,1.70215E+12,0,0,,0.35,-0.38,1.02,73,-19,-9,0.51,1,39.674454,-77.417572,13.06,1092.2
2539523,1.70215E+12,0,0,,0.52,-1.35,1.37,80,-12,-18,1.45,1,39.674458,-77.417572,12.7,1092.2
2539563,1.70215E+12,0,0,,0.58,-1.03,1.2,89,-5,-19,1.18,1,39.674458,-77.417572,12.21,1092.1
2539603,1.70215E+12,0,0,,0.72,-0.52,0.96,97,8,-14,0.89,1,39.674461,-77.417572,12.23,1092.1
2539643,1.70215E+12,0,0,,0.3,-0.22,1.04,91,12,-10,0.37,1,39.674465,-77.417572,11.43,1092
2539683,1.70215E+12,0,0,,0.21,-0.1,0.52,81,6,-18,0.24,1,39.674465,-77.417572,11.46,1091.9
2539723,1.70215E+12,0,0,,0.11,-0.52,0.66,66,-3,-16,0.53,1,39.674465,-77.417572,10.15,1091.6
2539763,1.70215E+12,0,0,,0.35,-0.55,1.03,57,-13,-7,0.65,1,39.674469,-77.417572,11.66,1091.5
2539803,1.70215E+12,0,0,,0.4,-0.45,1.18,53,-15,4,0.61,1,39.674469,-77.417572,11.66,1091.3
2539843,1.70215E+12,0,0,,0.11,-0.36,0.77,47,-15,3,0.38,1,39.674469,-77.417564,12.34,1091.3
2539883,1.70215E+12,0,0,,0.16,-0.17,0.78,41,-18,3,0.23,1,39.674469,-77.417564,12.31,1091.2
2539923,1.70215E+12,0,0,,0.4,-0.52,0.54,41,-20,12,0.65,1,39.674473,-77.417564,12.54,1091.2
2539963,1.70215E+12,0,0,,-0.09,-0.65,0.94,36,-22,9,0.66,1,39.674473,-77.417557,12.82,1091.2
2540003,1.70215E+12,0,0,,-0.19,-1.16,0.63,41,-20,24,1.18,1,39.674473,-77.417557,13.23,1091.1
2540043,1.70215E+12,0,0,12.76,-0.54,-0.15,1.04,37,-6,20,0.56,1,39.674477,-77.417557,12.35,1091
2540083,1.70215E+12,0,0,,-0.87,-0.36,1.32,29,-6,-18,0.94,1,39.674477,-77.417549,12.15,1090.9
2540123,1.70215E+12,0,0,,-0.73,-0.88,1.15,24,-5,-20,1.14,1,39.674477,-77.417549,12.42,1090.9
2540163,1.70215E+12,0,0,,0.17,-1.03,0.94,29,-7,-10,1.04,1,39.67448,-77.417549,12.88,1090.8
2540203,1.70215E+12,0,0,,0.08,-1.01,1.28,34,9,0,1.02,1,39.67448,-77.417542,12.82,1090.8
2540243,1.70215E+12,0,0,,0.04,-1.01,0.88,38,11,8,1.02,1,39.67448,-77.417542,12.87,1090.7
2540283,1.70215E+12,0,0,,0.01,-0.76,0.69,41,9,25,0.76,1,39.674484,-77.417542,12.27,1090.6
2540323,1.70215E+12,0,0,,-0.06,0.21,0.83,37,14,8,0.21,1,39.674484,-77.417534,11.87,1090.6
2540363,1.70215E+12,0,0,,-0.69,0.01,0.4,32,18,-6,0.7,1,39.674484,-77.417534,11.6,1090.6
2540403,1.70215E+12,0,0,,-0.76,0.26,0.26,22,9,-15,0.81,1,39.674484,-77.417534,12.31,1090.6
2540443,1.70215E+12,0,0,,-0.3,0.08,-0.16,17,-3,-7,0.31,1,39.674484,-77.417534,12.55,1090.5
2540483,1.70215E+12,0,0,,0.09,-0.57,0.28,16,-20,3,0.57,1,39.674484,-77.417534,13.18,1090.4
2540523,1.70215E+12,0,0,,0.11,-1.33,1.13,23,-24,-5,1.34,1,39.674488,-77.417526,13.49,1090.4
2540563,1.70215E+12,0,0,,0.27,-0.92,1.09,30,-24,8,0.96,1,39.674488,-77.417526,14.01,1090.4
2540603,1.70215E+12,0,0,,0.85,-1.02,1.7,46,-18,-4,1.33,1,39.674488,-77.417519,14.11,1090.4
2540643,1.70215E+12,0,0,,0.78,-1.31,1.38,60,0,-10,1.52,1,39.674488,-77.417519,14.35,1090.3
2540683,1.70215E+12,0,0,,0.69,-0.53,1.25,76,11,-18,0.87,1,39.674488,-77.417511,13.91,1090.2
2540723,1.70215E+12,0,0,,0.43,-0.67,0.71,74,9,-17,0.79,1,39.674488,-77.417511,13.88,1090.1
2540763,1.70215E+12,0,0,,0.17,-0.17,0.91,71,5,-1,0.24,1,39.674488,-77.417503,13.56,1090
2540803,1.70215E+12,0,0,,0.07,-0.08,1.05,60,-4,-10,0.11,1,39.674488,-77.417503,13.44,1089.9
2540843,1.70215E+12,0,0,,0.2,-0.85,1.25,54,-11,-5,0.87,1,39.674488,-77.417503,13.24,1089.8
2540883,1.70215E+12,0,0,,0.67,-0.64,1.43,57,-8,-3,0.93,1,39.674488,-77.417496,13.88,1089.8
2540923,1.70215E+12,0,0,,0.46,-0.83,1.35,58,4,9,0.94,1,39.674488,-77.417496,13.6,1089.7
2540963,1.70215E+12,0,0,,0.55,0.25,0.99,56,7,12,0.6,1,39.674488,-77.417496,13.69,1089.7
2541003,1.70215E+12,0,0,,0.05,-0.18,1.17,50,9,2,0.19,1,39.674488,-77.417496,13.13,1089.7
2541043,1.70215E+12,0,0,12.77,0.15,0.36,0.71,34,-3,-4,0.39,1,39.674488,-77.417488,13.29,1089.7
2541083,1.70215E+12,0,0,,0.06,-0.06,0.85,17,-13,-5,0.09,1,39.674488,-77.417488,13.27,1089.6
2541123,1.70215E+12,0,0,,0.23,-0.79,1.17,14,-19,-4,0.82,1,39.674488,-77.417488,13.56,1089.5
2541163,1.70215E+12,0,0,,0.7,-0.75,0.62,18,-15,9,1.03,1,39.674488,-77.41748,14.06,1089.5
2541203,1.70215E+12,0,0,,0.7,-0.85,1.48,30,-8,16,1.1,1,39.674484,-77.41748,14.68,1089.6
2541243,1.70215E+12,0,0,,0.34,-0.33,1.26,38,-1,6,0.47,1,39.674484,-77.417473,14.06,1089.5
2541283,1.70215E+12,0,0,,-0.15,0.04,0.77,39,2,-18,0.16,1,39.674484,-77.417473,13.67,1089.5
2541323,1.70215E+12,0,0,,-0.02,-0.96,0.67,38,-6,-22,0.96,1,39.674484,-77.417465,13.54,1089.4
2541363,1.70215E+12,0,0,,-0.33,-0.95,0.46,34,-14,-10,1.01,1,39.67448,-77.417465,13.55,1089.4
2541403,1.70215E+12,0,0,,-0.65,-0.68,0.9,36,-16,5,0.94,1,39.67448,-77.417458,14.22,1089.3
2541443,1.70215E+12,0,0,,0.11,-0.81,1.34,38,-6,-4,0.82,1,39.67448,-77.417458,14.19,1089.3
2541483,1.70215E+12,0,0,,-0.17,-1.11,0.8,47,-6,8,1.12,1,39.674477,-77.417458,14.44,1089.2
2541523,1.70215E+12,0,0,,0.19,-0.9,1.13,55,-4,-17,0.92,1,39.674477,-77.41745,14.76,1089.2
2541563,1.70215E+12,0,0,,-0.26,-0.86,0.86,64,8,-22,0.9,1,39.674477,-77.41745,14.41,1089.1
2541603,1.70215E+12,0,0,,0.01,-0.61,0.67,63,6,-5,0.61,1,39.674473,-77.41745,13.93,1089
2541643,1.70215E+12,0,0,,-0.36,-0.67,0.79,62,5,6,0.76,1,39.674473,-77.41745,13.75,1088.9
2541683,1.70215E+12,0,0,,-0.4,0.43,0.66,53,-6,6,0.59,1,39.674473,-77.41745,13.78,1089
2541723,1.70215E+12,0,0,,-0.38,-0.24,0.69,39,-11,-7,0.45,1,39.674469,-77.417442,13.67,1089
2541763,1.70215E+12,0,0,,-0.07,-0.55,0.77,32,-16,-6,0.55,1,39.674469,-77.417442,14.17,1089
2541803,1.70215E+12,0,0,,-0.06,-0.53,0.83,34,-8,2,0.53,1,39.674469,-77.417442,14.2,1088.9
2541843,1.70215E+12,0,0,,0.03,-0.09,0.95,36,-19,-2,0.09,1,39.674469,-77.417435,14.68,1089
2541883,1.70215E+12,0,0,,0.22,-1.24,1.15,41,-11,-17,1.26,1,39.674469,-77.417435,14.53,1089
2541923,1.70215E+12,0,0,,-0.26,-1.47,0.84,52,0,1,1.49,1,39.674465,-77.417435,14.41,1088.9
2541963,1.70215E+12,0,0,,0.02,0.2,0.36,59,19,18,0.2,1,39.674465,-77.417427,14.33,1088.9
2542003,1.70215E+12,0,0,,-0.67,0.45,0.41,38,16,15,0.81,1,39.674461,-77.417427,13.76,1088.9
2542043,1.70215E+12,0,0,12.79,-0.01,0.89,0.76,11,4,13,0.89,1,39.674458,-77.417427,13.32,1089
2542083,1.70215E+12,0,0,,-0.29,0.1,0.35,-6,3,7,0.31,1,39.674458,-77.417419,13.99,1088.9
2542123,1.70215E+12,0,0,,-0.12,0.13,0.87,-13,-14,6,0.17,1,39.674454,-77.417419,14.1,1089
2542163,1.70215E+12,0,0,,-0.15,-0.3,0.88,-17,-5,4,0.33,1,39.674454,-77.417419,14.34,1089
2542203,1.70215E+12,0,0,,-0.12,-0.3,0.34,-17,-6,15,0.32,1,39.67445,-77.417419,14.77,1088.9
2542243,1.70215E+12,0,0,,0.44,0.07,0.69,-22,4,15,0.45,1,39.67445,-77.417412,14.84,1088.9
2542283,1.70215E+12,0,0,,0.22,-0.13,0.83,-20,-3,29,0.25,1,39.67445,-77.417412,15.19,1088.9
2542323,1.70215E+12,0,0,,0.64,0.41,1.64,-23,-2,13,0.76,1,39.674446,-77.417412,14.99,1088.8
2542363,1.70215E+12,0,0,,0.21,0.33,1.03,-28,-1,-9,0.39,1,39.674442,-77.417412,15.53,1088.9
2542403,1.70215E+12,0,0,,0.44,-0.17,1.08,-24,5,6,0.47,1,39.674442,-77.417412,15.18,1088.8
2542443,1.70215E+12,0,0,,0.44,0.27,1.4,-22,12,15,0.51,1,39.674438,-77.417412,15.4,1088.7
2542483,1.70215E+12,0,0,,0.13,-0.13,1.01,-24,19,22,0.18,1,39.674438,-77.417412,15.47,1088.7
2542523,1.70215E+12,0,0,,0.23,0.11,0.72,-21,2,13,0.25,1,39.674435,-77.417404,15.18,1088.6
2542563,1.70215E+12,0,1,,-0.07,0.35,1.14,-14,-10,-9,0.36,1,39.674431,-77.417404,15.29,1088.6
2542603,1.70215E+12,0,0,,0.25,-0.16,1.35,-16,-8,-5,0.29,1,39.674431,-77.417404,15.82,1088.5
2542643,1.70215E+12,0,1,,-0.11,-0.33,1.13,-10,11,4,0.35,1,39.674431,-77.417397,16.36,1088.5
2542683,1.70215E+12,0,0,,0.3,-0.2,0.97,-10,19,12,0.35,1,39.674427,-77.417397,16.07,1088.4
2542723,1.70215E+12,0,0,,-0.05,-0.13,0.65,-5,9,14,0.14,1,39.674427,-77.417397,16.25,1088.3
2542763,1.70215E+12,0,0,,-0.23,0.29,0.12,-6,12,-7,0.36,1,39.674423,-77.417389,15.77,1088.3
2542803,1.70215E+12,0,1,,-0.05,0.38,0.16,-6,-9,-28,0.38,1,39.674419,-77.417389,16.11,1088.2
2542843,1.70215E+12,0,1,,-0.2,-0.57,0.7,1,-13,-3,0.6,1,39.674419,-77.417389,16.56,1088.2
2542883,1.70215E+12,0,1,,0.03,0.04,1.36,2,-4,17,0.05,1,39.674416,-77.417381,17.26,1088
2542923,1.70215E+12,0,0,,-0.44,0.47,1.11,-1,2,18,0.64,1,39.674416,-77.417381,17.55,1088
2542963,1.70215E+12,0,1,,-0.48,0.64,0.83,-5,5,-30,0.8,1,39.674412,-77.417374,17.11,1087.9
2543003,1.70215E+12,0,1,,0.15,-0.34,0.33,-6,7,-21,0.37,1,39.674412,-77.417374,17.1,1087.9
2543043,1.70215E+12,0,1,12.79,-0.24,-0.22,0.91,3,10,14,0.33,1,39.674412,-77.417374,17.44,1087.8
2543083,1.70215E+12,0,1,,-0.28,0.11,0.75,0,1,15,0.3,1,39.674408,-77.417374,17.54,1087.7
2543123,1.70215E+12,0,0,,-0.12,0.51,0.81,-4,-1,-4,0.52,1,39.674404,-77.417374,17.48,1087.6
2543163,1.70215E+12,0,1,,-0.11,0.22,1.12,-3,-3,-7,0.25,1,39.674404,-77.417366,17.46,1087.6
2543203,1.70215E+12,0,1,,-0.24,-0.4,1.08,0,1,-3,0.47,1,39.6744,-77.417366,18.09,1087.5
2543243,1.70215E+12,0,0,,-0.45,0.03,0.82,0,11,2,0.46,1,39.674396,-77.417366,18.16,1087.5
2543283,1.70215E+12,0,1,,-0.21,0.5,0.82,-4,-1,-16,0.54,1,39.674396,-77.417358,17.84,1087.4
2543323,1.70215E+12,0,1,,-0.34,-0.56,0.68,-1,6,-3,0.66,1,39.674393,-77.417358,18.37,1087.3
2543363,1.70215E+12,0,1,,-0.6,-0.38,0.84,4,6,16,0.71,1,39.674393,-77.417351,18.3,1087.3
2543403,1.70215E+12,0,0,,-0.33,0.44,0.66,-3,3,-6,0.55,1,39.674393,-77.417351,18.33,1087.2
2543443,1.70215E+12,0,1,,0.11,-0.27,1.02,-2,-6,-11,0.29,1,39.674389,-77.417351,18.46,1087.2
2543483,1.70215E+12,0,1,,0.01,-0.45,1.13,4,-6,1,0.45,1,39.674385,-77.417343,18.85,1087.1
2543523,1.70215E+12,0,0,,-0.08,0.23,1.14,2,7,3,0.25,1,39.674385,-77.417343,18.67,1087
2543563,1.70215E+12,0,0,,-0.23,-0.02,0.61,0,-4,-11,0.23,1,39.674381,-77.417336,18.48,1087
2543603,1.70215E+12,0,1,,-0.09,-0.41,0.87,2,-1,-15,0.42,1,39.674377,-77.417336,18.05,1086.9
2543643,1.70215E+12,0,1,,0.47,0.02,1.19,4,-3,12,0.47,1,39.674377,-77.417336,18.6,1086.8
2543683,1.70215E+12,0,1,,-0.14,0.08,0.75,2,-9,14,0.16,1,39.674374,-77.417336,18.26,1086.8
2543723,1.70215E+12,0,1,,-0.16,0.1,0.76,-2,-13,-10,0.19,1,39.67437,-77.417336,18.37,1086.7
2543763,1.70215E+12,0,1,,0.08,-0.08,1.15,-3,-9,-11,0.12,1,39.67437,-77.417328,18.3,1086.7
2543803,1.70215E+12,0,1,,0.06,-0.37,1.26,0,4,11,0.37,1,39.67437,-77.417328,18.51,1086.7
2543843,1.70215E+12,0,1,,-0.61,-0.3,0.96,2,11,3,0.68,1,39.674366,-77.41732,18.52,1086.6
2543883,1.70215E+12,0,1,,-0.14,0.34,0.46,0,12,-2,0.37,1,39.674366,-77.41732,18.08,1086.6
2543923,1.70215E+12,0,1,,-0.08,-0.08,0.57,0,-4,-5,0.11,1,39.674362,-77.41732,17.77,1086.5
2543963,1.70215E+12,0,1,,-0.09,-0.65,1.08,1,-1,-8,0.66,1,39.674358,-77.417313,18.08,1086.4
2544003,1.70215E+12,0,1,,-0.21,-0.35,1.06,2,8,1,0.41,1,39.674358,-77.417313,18.33,1086.3
2544043,1.70215E+12,0,1,12.8,0.47,0.2,1.28,2,10,19,0.51,1,39.674355,-77.417305,18.74,1086.2
2544083,1.70215E+12,0,0,,0.44,0.61,0.97,-1,7,2,0.75,1,39.674351,-77.417305,18.41,1086.2
2544123,1.70215E+12,0,1,,0.25,0.08,0.71,-4,4,-13,0.26,1,39.674351,-77.417297,18.63,1086.1
2544163,1.70215E+12,0,1,,0.22,-1.07,1.07,2,2,2,1.09,1,39.674351,-77.417297,18.67,1086
2544203,1.70215E+12,0,1,,0.07,0.05,1.39,0,5,-2,0.08,1,39.674347,-77.417297,19.05,1085.9
2544243,1.70215E+12,0,0,,0.33,0.29,0.95,-4,6,2,0.45,1,39.674347,-77.417297,19.06,1085.9
2544283,1.70215E+12,0,0,,0.63,0.35,0.63,1,1,9,0.72,1,39.674343,-77.417297,18.8,1085.7
2544323,1.70215E+12,0,1,,0.45,0.17,0.99,0,6,7,0.48,1,39.674339,-77.41729,18.9,1085.7
2544363,1.70215E+12,0,1,,0.4,-0.38,0.85,-1,-6,-9,0.55,1,39.674339,-77.41729,18.89,1085.7
2544403,1.70215E+12,0,1,,0.05,-0.46,0.84,-2,-14,-25,0.47,1,39.674336,-77.417282,19.49,1085.6
2544443,1.70215E+12,5,0,,0.1,-0.84,0.54,3,-14,11,0.84,1,39.674332,-77.417282,19.94,1085.6
2544483,1.70215E+12,0,0,,0.07,0.53,0.17,6,-21,27,0.54,1,39.674332,-77.417274,19.89,1085.5
2544523,1.70215E+12,5,0,,0.28,0.87,1.25,-3,-14,-21,0.91,1,39.674332,-77.417274,20.17,1085.5
2544563,1.70215E+12,5,0,,0.21,0.02,0.45,-6,-11,-28,0.21,1,39.674328,-77.417267,20.45,1085.5
2544603,1.70215E+12,0,0,,0.12,-0.72,0.71,2,-7,0,0.73,1,39.674324,-77.417267,20.38,1085.4
2544643,1.70215E+12,5,0,,0.28,-0.54,0.32,11,-3,35,0.61,1,39.674324,-77.417267,20.12,1085.3
2544683,1.70215E+12,0,0,,0.09,0.27,0.74,10,-13,15,0.29,1,39.67432,-77.417259,20.7,1085.2
2544723,1.70215E+12,0,0,,0.21,-0.37,1.47,4,-17,-23,0.43,1,39.674316,-77.417259,20.74,1085
2544763,1.70215E+12,5,0,,0.11,-0.78,0.91,5,2,-10,0.79,1,39.674313,-77.417252,20.78,1084.9
2544803,1.70215E+12,0,0,,-0.19,-0.55,1.26,8,14,26,0.59,1,39.674313,-77.417252,21.21,1084.8
2544843,1.70215E+12,5,0,,-0.31,-0.03,1.54,5,25,29,0.31,1,39.674313,-77.417252,20.37,1084.7
2544883,1.70215E+12,0,0,,-0.41,0.36,0.64,1,18,-12,0.55,1,39.674309,-77.417252,20.33,1084.5
2544923,1.70215E+12,5,0,,-0.32,-0.82,0.15,0,-2,-11,0.88,1,39.674305,-77.417244,19.99,1084.4
2544963,1.70215E+12,0,0,,-0.22,-0.73,0.93,3,-4,-3,0.76,1,39.674305,-77.417244,20.41,1084.4
2545003,1.70215E+12,0,0,,-0.32,-0.53,1.02,7,5,14,0.62,1,39.674301,-77.417236,21,1084.3
2545043,1.70215E+12,5,0,12.93,-0.43,-0.17,1.2,7,0,7,0.46,1,39.674297,-77.417236,20.97,1084.2
2545083,1.70215E+12,0,0,,-0.56,-0.26,1.01,1,15,-15,0.62,1,39.674294,-77.417229,21.39,1084.2
2545123,1.70215E+12,5,0,,-0.76,-0.39,1.17,2,19,-5,0.85,1,39.674294,-77.417229,21.47,1084.1
2545163,1.70215E+12,0,0,,-0.25,-0.45,0.79,5,19,17,0.51,1,39.674294,-77.417221,21.02,1084
2545203,1.70215E+12,5,0,,0.01,-0.27,0.55,1,9,5,0.27,1,39.67429,-77.417221,20.53,1083.9
2545243,1.70215E+12,0,0,,0.25,-0.43,0.46,1,-1,-8,0.5,1,39.674286,-77.417221,20.77,1083.9
2545283,1.70215E+12,5,0,,-0.06,-0.9,0.32,1,-9,2,0.9,1,39.674282,-77.417213,21.15,1083.8
2545323,1.70215E+12,0,0,,-0.03,-0.4,0.54,4,-14,15,0.41,1,39.674278,-77.417213,21.67,1083.8
2545363,1.70215E+12,5,0,,0.04,-0.21,0.64,1,-5,0,0.21,1,39.674278,-77.417213,22.09,1083.8
2545403,1.70215E+12,0,0,,0.04,0.01,0.91,1,1,-13,0.04,1,39.674274,-77.417213,22.27,1083.7
2545443,1.70215E+12,5,0,,0.18,-0.61,0.59,1,-3,-3,0.64,1,39.674271,-77.417206,22.36,1083.7
2545483,1.70215E+12,0,0,,-0.26,-0.3,0.35,5,-7,17,0.4,1,39.674271,-77.417206,21.95,1083.7
2545523,1.70215E+12,5,0,,-0.4,0.96,0.77,1,1,-3,1.04,1,39.674267,-77.417198,22.03,1083.6
2545563,1.70215E+12,0,0,,-0.38,0.61,0.46,-5,-8,-40,0.72,1,39.674267,-77.417198,22.45,1083.5
2545603,1.70215E+12,5,0,,-0.32,-0.74,0.81,1,-7,-10,0.81,1,39.674263,-77.417191,22.46,1083.4
2545643,1.70215E+12,0,0,,-0.61,0.09,0.75,11,2,34,0.62,1,39.674259,-77.417191,22.65,1083.3
2545683,1.70215E+12,5,0,,-0.95,0.89,1.28,4,-6,0,1.3,1,39.674255,-77.417183,22.31,1083.3
2545723,1.70215E+12,0,0,,-0.27,-0.34,1.21,0,-10,-27,0.44,1,39.674252,-77.417183,22.53,1083.2
2545763,1.70215E+12,5,0,,0.3,-0.87,0.69,4,10,21,0.92,1,39.674252,-77.417175,22.93,1083.2
2545803,1.70215E+12,0,0,,0.2,0.15,1.38,3,16,25,0.26,1,39.674252,-77.417175,22.53,1083.1
2545843,1.70215E+12,5,0,,0.12,0.45,0.71,-3,8,-18,0.46,1,39.674248,-77.417175,22.07,1083
2545883,1.70215E+12,0,0,,-0.16,-0.46,0.31,-1,14,-13,0.48,1,39.674244,-77.417175,22.43,1083
2545923,1.70215E+12,0,0,,-0.31,-0.02,-0.25,5,-3,10,0.31,1,39.67424,-77.417168,22.98,1082.9
2545963,1.70215E+12,5,0,,-0.33,0.15,1.03,5,-13,7,0.36,1,39.674236,-77.417168,22.24,1082.9
2546003,1.70215E+12,0,0,,-0.08,-0.33,0.91,1,-17,-20,0.34,1,39.674236,-77.41716,22.92,1082.9
2546043,1.70215E+12,5,0,12.95,0.15,-1.02,1.23,4,1,4,1.04,1,39.674232,-77.41716,23.53,1082.8
2546083,1.70215E+12,0,0,,-0.2,-0.09,1.26,12,31,7,0.22,1,39.674232,-77.417152,22.99,1082.8
2546123,1.70215E+12,5,0,,-0.67,0.79,0.03,9,27,3,1.04,1,39.674229,-77.417152,22.9,1082.7
2546163,1.70215E+12,0,0,,-0.84,-0.4,0.07,1,0,-16,0.93,1,39.674225,-77.417145,21.89,1082.7
2546203,1.70215E+12,0,0,,-0.18,-0.9,0.71,6,-38,-8,0.92,1,39.674221,-77.417145,22.47,1082.6
2546243,1.70215E+12,0,0,,0.35,-0.72,0.95,13,-36,19,0.8,1,39.674221,-77.417137,23.38,1082.5
2546283,1.70215E+12,0,0,,0.39,0.01,1.82,11,-14,1,0.39,1,39.674217,-77.417137,23.86,1082.5
2546323,1.70215E+12,5,0,,-0.11,0.11,1.36,8,2,-21,0.16,1,39.674213,-77.417137,24.29,1082.4
2546363,1.70215E+12,0,0,,-0.03,-0.23,-0.04,12,10,-3,0.23,1,39.674213,-77.417137,24.02,1082.3
